source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
MCF10A,MCF7,MMP1,CD44,0.5046681,1.0,0.24716653,-0.043181328538344686,-0.27047343433515203,0.10942972,0.92384773,1.0,0.904602236782978
MCF7,Fibroblast,FN1,ITGA2,0.6895309,1.0,0.42174897,-0.04835420505262313,-0.10702237459530828,0.10747807,0.9406426,1.0,0.908641279689705
Fibroblast,MCF10A,PKM,CD44,0.663523,1.0,0.4389149,-0.020830730295474692,-0.14928830875501653,0.101724975,0.9417466,1.0,0.9286840600787131
MCF10A,MCF7,LAMC1,CD44,0.5110382,1.0,0.25470108,-0.034578629915575955,-0.23399526611574184,0.105076045,0.9248973,1.0,0.9391410574165329
MCF7,MCF10A,FN1,ITGA2,0.68599325,1.0,0.41523072,-0.051078425294853326,-0.234939036942317,0.10581696,0.9402062,1.0,0.9490194297343135
Fibroblast,MCF10A,TNC,ITGA2,0.5129543,0.538,0.25924832,-0.00039778119214932926,0.06363892603361543,0.124111876,0.9255096,0.09317570868024644,0.9732982375502808
MCF10A,MCF10A,COL6A1,ITGA2_ITGB1,0.66056186,1.0,0.39230612,-0.04568762355652301,-0.20402873324302684,0.111350775,0.93858975,1.0,1.0
MCF10A,MCF10A,COL4A1,ITGA2_ITGB1,0.57687074,0.217,0.31686446,0.006127776851803713,-0.053241108291474104,0.113985926,0.93213886,0.33815052206135454,1.0
MCF10A,MCF10A,MMP1,CD44,0.52236986,1.0,0.2619627,-0.03175980184946196,-0.2038498913686868,0.11598053,0.92586786,1.0,1.0
MCF10A,MCF10A,LAMC1,CD44,0.5287399,0.997,0.2699483,-0.02315710322669324,-0.16737172314927662,0.11136623,0.9268918,1.0,1.0
MCF10A,Fibroblast,LAMC1,CD44,0.5611217,0.618,0.29784012,-0.002264142769952,0.07146519800712836,0.122872904,0.93015414,0.13130913314685722,1.0
MCF10A,Fibroblast,MMP1,CD44,0.5547517,0.953,0.28902942,-0.010866841392720728,0.03498702978771817,0.12796396,0.9291724,0.3610064057943245,1.0
Fibroblast,MCF7,MMP1,CD44,0.52446145,0.998,0.2705783,-0.027932218390193133,-0.016545117243473628,0.11979496,0.9269707,1.0,1.0
Fibroblast,MCF7,LAMC1,CD44,0.5175773,0.998,0.26243562,-0.029472178511740835,-0.09347129739417781,0.108266905,0.9259297,1.0,1.0
Fibroblast,MCF7,PKM,CD44,0.64582133,0.998,0.4141241,-0.032252256984357415,-0.21591185172148175,0.09597935,0.9401312,1.0,1.0
MCF10A,Fibroblast,COL4A1,ITGA2_ITGB1,0.58040833,0.071,0.3218386,0.008851997094033906,0.07467555405553461,0.11577527,0.9326298,0.19616623364183858,1.0
MCF10A,MCF10A,COL4A2,CD44,0.5751614,0.957,0.32814315,-0.013686359923753923,-0.12000693464612322,0.11032642,0.9332367,0.7671395891452446,1.0
MCF10A,Fibroblast,COL4A2,CD44,0.60754323,0.105,0.3620478,0.007206600532987315,0.11882998651028176,0.121725656,0.9362354,0.008656653364770686,1.0
Fibroblast,MCF7,COL4A1,CD44,0.6327138,0.998,0.39862037,-0.031640485587447524,-0.1832080752829881,0.09667472,0.93904835,1.0,1.0
Fibroblast,MCF7,COL4A2,CD44,0.54976875,0.998,0.30051205,-0.030746220393593895,-0.1594818021115736,0.101036444,0.9304437,1.0,1.0
Fibroblast,MCF10A,COL4A1,ITGA2_ITGB1,0.5623682,0.724,0.30379146,-0.0032543348034547,-0.053337872885271365,0.10928317,0.93079406,0.9390586103797951,1.0
Fibroblast,MCF10A,CCN1,CAV1,0.5702163,0.862,0.31356928,-0.006226201007597805,0.07907817801506711,0.11807598,0.93180746,0.230208119933368,1.0
Fibroblast,Fibroblast,LAMC1,CD44,0.56766087,0.0,0.30688468,0.002842308633883122,0.2119891667286924,0.1266042,0.9311196,0.00591261072656969,1.0
Fibroblast,Fibroblast,TNC,ITGA2,0.5164919,0.0,0.26331797,0.0023264390500808627,0.19155558838062414,0.12606017,0.9260447,0.009470859125249935,1.0
Fibroblast,Fibroblast,COL4A1,ITGA2_ITGB1,0.5659058,0.828,0.30856037,-0.0005301145612245081,0.07457878946173735,0.11099869,0.9312941,0.6596487303185815,1.0
Fibroblast,Fibroblast,CCN1,CAV1,0.58385754,0.001,0.32619068,0.0024922777951615696,0.2069631787473185,0.122828625,0.9330506,0.008656653364770686,1.0
Fibroblast,Fibroblast,COL4A2,CD44,0.5998523,0.008,0.35141012,0.001568266752030062,0.1459786620112966,0.11814912,0.93533945,0.06558896263762157,1.0
Fibroblast,Fibroblast,MMP1,CD44,0.574545,0.0,0.31640646,0.004382268755430824,0.2889153468793966,0.14008477,0.9320931,0.0016335457919136472,1.0
Fibroblast,MCF10A,MMP1,CD44,0.5421632,0.998,0.28677598,-0.016510691701310413,0.05007842572299159,0.12696627,0.92891437,1.0,1.0
Fibroblast,MCF10A,COL4A1,CD44,0.6504155,1.0,0.42248303,-0.020218958898564805,-0.11658453231652288,0.10246197,0.9406911,1.0,1.0
Fibroblast,MCF10A,COL4A2,CD44,0.56747043,1.0,0.31850165,-0.019324693704711175,-0.09285825914510837,0.10708481,0.93230164,1.0,1.0
Fibroblast,MCF10A,LAMC1,CD44,0.53527904,1.0,0.27814585,-0.018050651822858116,-0.02684775442771259,0.114748105,0.92789894,1.0,1.0
MCF10A,Fibroblast,COL6A1,ITGA2_ITGB1,0.6640995,1.0,0.3984645,-0.04296340331429282,-0.07611207089601812,0.113098755,0.93903714,1.0,1.0
Fibroblast,MCF7,CCN1,CAV1,0.5758311,0.601,0.31876433,-0.0026371869303315762,0.05861731066354281,0.120032206,0.9323277,0.1174997354207418,1.0
MCF10A,MCF7,COL4A1,CD44,0.6472163,0.964,0.4157741,-0.02225837393218911,-0.18311131068919084,0.1008349,0.940243,1.0,1.0
MCF7,Fibroblast,COL4A1,ITGA2_ITGB1,0.6198925,0.002,0.35798943,0.03439076389414349,0.13055198898875342,0.12877984,0.9358981,0.0018707869877036916,1.0
MCF7,MCF7,CCN1,CAV1,0.5510506,0.92,0.2846146,-0.02161023338892442,-0.23924327591625372,0.10717297,0.9286642,1.0,1.0
MCF7,MCF10A,COL6A2,ITGA2_ITGB1,0.6564159,1.0,0.38856882,-0.06559985031855946,-0.2940667051188519,0.102409564,0.9383133,1.0,1.0
MCF7,MCF10A,COL6A1,ITGA2_ITGB1,0.6353349,1.0,0.36956578,-0.05958235707964842,-0.2773078058617482,0.10489625,0.93684614,1.0,1.0
MCF7,MCF10A,COL4A2,CD44,0.5762793,0.89,0.32954457,-0.012866780830067072,-0.13346013959751768,0.1107976,0.9333694,0.8872611471558642,1.0
MCF7,MCF10A,COL4A1,ITGA2_ITGB1,0.6163548,0.006,0.3524566,0.0316665436519133,0.0026353266417447063,0.12678951,0.9354293,0.04941139520250608,1.0
MCF7,MCF10A,CCN1,CAV1,0.5454358,0.98,0.2799761,-0.02519924746619065,-0.2187824085647294,0.10542632,0.928118,1.0,1.0
MCF7,Fibroblast,COL6A1,ITGA2_ITGB1,0.6388725,1.0,0.3753672,-0.05685813683741823,-0.14939114351473948,0.1065429,0.9373054,1.0,1.0
MCF7,Fibroblast,COL6A2,ITGA2_ITGB1,0.65995353,1.0,0.39466852,-0.06287563007632926,-0.1661500427718432,0.104017176,0.93876255,1.0,1.0
MCF7,Fibroblast,COL4A2,CD44,0.6086612,0.211,0.36359403,0.008026179626674165,0.1053767815588873,0.12224552,0.9363625,0.010696998180147795,1.0
MCF7,Fibroblast,CCN1,CAV1,0.559077,0.949,0.29124534,-0.016480768663431275,-0.09089740783247802,0.10966981,0.9294233,0.7901234567901233,1.0
MCF10A,MCF7,COL4A2,CD44,0.5574597,0.983,0.30960897,-0.025107886612636642,-0.18663047761258844,0.10409497,0.9314025,1.0,1.0
MCF7,MCF7,COL4A2,CD44,0.5585776,0.964,0.31093124,-0.02428830751894979,-0.2000836825639829,0.10453953,0.9315385,1.0,1.0
