source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank
MCF7,MCF7,COL6A3,ITGA2_ITGB1,1.2211765,1.0,0.79045445,-0.03019623320408531,-0.12522093555073477,0.11389249,0.953702,1.0,0.7899263994531647
Fibroblast,MCF7,SPARC,ENG,1.0571234,0.797,0.7228037,-0.0059137058581279515,0.004400106971744977,0.096605435,0.95168614,0.7355433425129467,0.8067114219749739
MCF10A,Fibroblast,SPARC,ENG,1.0950215,0.2,0.787553,0.016151297165202565,0.11016235207279013,0.10525942,0.95362073,0.09538684516084969,0.8082503866149597
MCF10A,Fibroblast,COL4A2,ITGA2_ITGB1,0.45657483,0.847,0.2072316,-0.019776523747900232,0.005540604765185142,0.11837279,0.9133994,0.43037937299364815,0.8130000108629466
MCF10A,MCF7,SPARC,ENG,1.082693,0.31,0.74473566,0.00644240488113158,-0.03042691687899901,0.099536724,0.95236874,0.8308552390301935,0.8238749093413387
MCF10A,MCF7,COL6A2,ITGA2_ITGB1,0.6736677,0.718,0.36993703,-0.015326409229959663,-0.1626635139132755,0.115988925,0.93374014,1.0,0.8238749093413387
Fibroblast,MCF10A,PKM,CD44,0.6504096,0.928,0.41872683,-0.028073679204450714,-0.12280899912581567,0.098204486,0.9374711,1.0,0.8238749093413387
MCF10A,MCF7,COL6A3,ITGA2_ITGB1,1.2032087,0.949,0.7766541,-0.038488175571773364,-0.20579726816565058,0.11190407,0.95331156,1.0,0.8266927056301814
MCF7,MCF10A,SPARC,ENG,1.0843571,0.191,0.9639971,0.0369261236663609,0.15831221049661748,0.12884183,0.95789176,0.003477882445087399,0.8266927056301814
Fibroblast,MCF7,FN1,ITGA2,0.67277026,0.991,0.36924773,-0.012610758129825168,-0.02666210017377968,0.11456029,0.93368244,1.0,0.8412801317749528
Fibroblast,Fibroblast,SPARC,ENG,1.0694518,0.0,0.76436013,0.003795186425943036,0.14498937592353411,0.102159604,0.9529552,0.04386673041458916,0.8412801317749528
MCF7,Fibroblast,TNC,ITGA2,0.458373,0.988,0.20874754,-0.009103625543559602,0.010858512175858426,0.12052324,0.9136872,0.5780478058192746,0.8459692694781099
MCF7,Fibroblast,COL6A1,ITGA2_ITGB1,0.63730776,0.999,0.359596,-0.012138026248631644,0.022224697008287997,0.12717447,0.9328577,0.8710780086742709,0.8589290127600427
MCF7,MCF7,FN1,ITGA2,0.6553353,1.0,0.35585672,-0.022680619233165174,-0.17402024822100692,0.11040568,0.93252957,1.0,0.8768227799138508
MCF7,MCF7,COL4A1,CD44,0.62711537,1.0,0.3930923,-0.04069565294421319,-0.2657300741979778,0.09907787,0.9355937,1.0,0.8768227799138508
Fibroblast,MCF7,COL4A2,ITGA2_ITGB1,0.46964413,0.99,0.21323547,-0.012185098122044023,-0.0004982063712875018,0.12180227,0.9145223,0.8943441568198893,0.8786055616649088
MCF7,MCF7,COL6A2,ITGA2_ITGB1,0.6520288,1.0,0.3533171,-0.02777149929095115,-0.18579740392194566,0.11077797,0.9323039,1.0,0.8949633535174721
MCF10A,MCF7,CCN1,CAV1,0.47495627,0.999,0.2181921,-0.049429857553490275,-0.3736597595145916,0.09709469,0.9154162,1.0,0.9109105235703883
MCF7,MCF10A,COL4A1,CD44,0.61268705,0.997,0.37460724,-0.05033623327787167,-0.2799743509410406,0.09441876,0.9341272,1.0,0.9133524240243724
Fibroblast,MCF7,COL6A1,ITGA2_ITGB1,0.6452803,0.987,0.3481339,-0.011690542563811917,-0.009727201158767684,0.12312078,0.93183607,0.890337905942374,0.9319916818880172
Fibroblast,Fibroblast,COL4A2,CD44,0.6121552,0.0,0.37149698,0.0033818524421162805,0.20978887988730976,0.1267874,0.9338702,0.003560439860665255,0.9319916818880172
MCF7,Fibroblast,COL4A2,ITGA2_ITGB1,0.47180983,0.973,0.22007526,-0.008777936659578342,0.012921417289907033,0.12570922,0.91574824,0.505925,0.9428857935139621
MCF7,Fibroblast,COL4A2,CD44,0.5955759,0.96,0.3493122,-0.008587661765927145,0.01874282592930321,0.11921599,0.9319433,0.40763376306263244,0.9700275214994027
Fibroblast,Fibroblast,TNC,ITGA2,0.4748364,0.0,0.22262678,0.003048948067649851,0.2007176732853213,0.1285366,0.9161919,0.005313325592514174,0.9745331667783024
MCF7,MCF7,COL6A1,ITGA2_ITGB1,0.6185627,1.0,0.3276133,-0.027514701919140752,-0.1822409806109131,0.11586348,0.92988116,1.0,0.9894274841540742
Fibroblast,MCF10A,CCN1,CAV1,0.5273186,0.694,0.2722483,-0.010615844001113092,0.07283828888241839,0.12114951,0.9236006,0.06650857352639845,1.0
Fibroblast,MCF10A,COL4A2,CD44,0.5700258,0.892,0.32471135,-0.024768736565204168,-0.028719022137443817,0.11082002,0.9295905,0.8416166945563827,1.0
Fibroblast,Fibroblast,MMP1,CD44,0.56676966,0.0,0.31076655,0.0037236831251695954,0.17092076260610223,0.12904258,0.9281404,0.002025,1.0
Fibroblast,Fibroblast,COL4A1,ITGA2_ITGB1,0.57249653,0.0,0.30495778,0.00442319306368617,0.25016972379959324,0.12864621,0.92750865,0.0010495457960521819,1.0
Fibroblast,Fibroblast,CCN1,CAV1,0.55093086,0.0,0.29354903,0.00537751561348249,0.28157904037603365,0.13062826,0.9262163,0.00033208284953213586,1.0
Fibroblast,Fibroblast,LAMC1,CD44,0.5412388,0.0,0.2766037,0.0028389206829076354,0.1993611443677521,0.121870115,0.9241587,0.013473261730756095,1.0
Fibroblast,Fibroblast,COL4A2,ITGA2_ITGB1,0.48838916,0.0,0.23405224,0.0031915775484650816,0.2039674712479136,0.13369302,0.91809344,0.004825081961614645,1.0
Fibroblast,MCF7,CCN1,CAV1,0.5059907,1.0,0.25300834,-0.025061812449001013,-0.04465299739181483,0.11258779,0.9209743,1.0,1.0
Fibroblast,MCF10A,MMP1,CD44,0.5246402,0.889,0.2716292,-0.024426905882150855,-0.06758713941865135,0.11279119,0.92352027,0.7758552284680011,1.0
Fibroblast,MCF7,COL4A1,ITGA2_ITGB1,0.55375147,0.978,0.27783465,-0.010953482606822936,0.045704046180392144,0.11720434,0.92431414,0.6160740335359607,1.0
Fibroblast,MCF10A,LAMC1,CD44,0.49910936,0.897,0.24176876,-0.025311668324412815,-0.039146757657001485,0.106522016,0.9193048,1.0,1.0
MCF10A,Fibroblast,COL4A1,ITGA2_ITGB1,0.59098744,0.198,0.3205463,0.016380038393963663,0.13367214960057683,0.13522223,0.92916685,0.004371286114336453,1.0
MCF10A,Fibroblast,COL4A2,CD44,0.58034086,0.84,0.3289262,-0.019586248854249033,0.011362013404581317,0.1122585,0.9300114,0.416878329690595,1.0
MCF10A,Fibroblast,LAMC1,CD44,0.5383935,0.464,0.27279633,0.0004895329388234016,0.10981536742487519,0.12019262,0.92367154,0.0324,1.0
Fibroblast,MCF7,COL4A2,CD44,0.58445406,0.999,0.3407343,-0.015128156231545693,-0.014474745394380983,0.11628846,0.9311506,1.0,1.0
MCF10A,MCF7,COL4A2,CD44,0.5526397,0.969,0.3016887,-0.03809625752791101,-0.21290161187710943,0.102962665,0.9271455,1.0,1.0
MCF10A,MCF7,COL4A1,ITGA2_ITGB1,0.5722424,0.408,0.29203668,0.0010033627234545574,-0.07079352801862426,0.12319547,0.92603964,0.186508207545022,1.0
MCF10A,MCF10A,MMP1,CD44,0.49221835,0.974,0.23370914,-0.04973871901581434,-0.23586579167727661,0.09704528,0.9180382,1.0,1.0
MCF10A,MCF10A,LAMC1,CD44,0.496264,0.862,0.23844089,-0.027661056068497048,-0.1286925345998784,0.10505578,0.91878915,1.0,1.0
MCF10A,MCF10A,CCN1,CAV1,0.4962842,0.894,0.23478447,-0.03498388910560235,-0.2561684732403584,0.10447824,0.91821074,1.0,1.0
MCF10A,Fibroblast,TNC,ITGA2,0.4752033,0.426,0.22293608,0.0033196171541828006,0.0762248679939932,0.12871519,0.91624516,0.016265943057581514,1.0
MCF10A,Fibroblast,MMP1,CD44,0.5343478,0.869,0.26738283,-0.021588130008493883,0.002642110347476967,0.11102794,0.92296195,0.5841507000887917,1.0
MCF10A,MCF10A,COL4A2,CD44,0.53821146,0.959,0.28750187,-0.04773683786156949,-0.22714588862017226,0.09812087,0.9255019,1.0,1.0
MCF10A,Fibroblast,COL6A1,ITGA2_ITGB1,0.59801805,0.978,0.32647336,-0.03540894303885109,0.012121377818203216,0.11546032,0.92976743,1.0,1.0
MCF10A,Fibroblast,CCN1,CAV1,0.51989645,0.833,0.25315404,-0.01899052949100677,-0.047427721746743146,0.11265264,0.92099524,0.4036974523598113,1.0
Fibroblast,MCF7,MMP1,CD44,0.5390685,0.999,0.2850328,-0.01478632554849238,-0.05334286267558852,0.1183569,0.925204,1.0,1.0
Fibroblast,MCF7,LAMC1,CD44,0.51353765,1.0,0.2536989,-0.01567108799075434,-0.02490248091393865,0.11177837,0.92107344,1.0,1.0
MCF10A,MCF7,MMP1,CD44,0.50664663,0.986,0.24524157,-0.04009813868215586,-0.22162151493421378,0.10183401,0.91983217,1.0,1.0
MCF10A,MCF7,LAMC1,CD44,0.51069236,0.846,0.2502068,-0.018020475734838573,-0.11444825785681556,0.11023978,0.92056817,0.9114726043303052,1.0
MCF10A,MCF7,COL6A1,ITGA2_ITGB1,0.579273,0.991,0.2974366,-0.05078561870936019,-0.19234429980099788,0.10519121,0.9266646,1.0,1.0
MCF7,Fibroblast,COL4A1,ITGA2_ITGB1,0.53105044,1.0,0.27001724,-0.02237591916420242,-0.04728785755568321,0.11390657,0.9233098,1.0,1.0
MCF7,MCF10A,LAMC1,CD44,0.48949033,0.946,0.2305185,-0.03325247769252445,-0.21647321071204484,0.10156522,0.91751957,1.0,1.0
MCF7,MCF10A,MMP1,CD44,0.50511074,0.975,0.24878784,-0.039673882590475974,-0.1779747052658831,0.103306554,0.92035997,1.0,1.0
MCF7,MCF10A,CCN1,CAV1,0.50073034,0.931,0.24015176,-0.03149279216708028,-0.163093347376438,0.10686667,0.91905546,1.0,1.0
MCF7,MCF10A,COL4A2,CD44,0.5534464,0.967,0.30532047,-0.03673825077324759,-0.21976507609545037,0.104202144,0.9275486,1.0,1.0
MCF7,Fibroblast,LAMC1,CD44,0.5316198,0.845,0.26373246,-0.005101888685204003,0.022034691312708743,0.11619913,0.9224718,0.142361657321479,1.0
MCF7,Fibroblast,MMP1,CD44,0.54724014,0.996,0.2846341,-0.011523293583155528,0.06053319675887048,0.118191354,0.9251556,0.6553994348063656,1.0
MCF7,Fibroblast,CCN1,CAV1,0.52434266,0.999,0.25894126,-0.015499432552484694,0.04564740411717727,0.11522794,0.92181367,1.0,1.0
MCF7,MCF7,CCN1,CAV1,0.47940248,1.0,0.22318009,-0.045938760614968197,-0.2805846336506712,0.09931433,0.9162871,1.0,1.0
MCF7,MCF7,COL4A2,CD44,0.5678748,1.0,0.32038656,-0.02709767043958912,-0.20552079935238754,0.10934402,0.92915046,1.0,1.0
MCF7,MCF7,COL4A1,ITGA2_ITGB1,0.5123054,1.0,0.24600172,-0.03775259483471152,-0.2517535351748843,0.10377565,0.9199462,1.0,1.0
MCF7,MCF7,MMP1,CD44,0.519539,1.0,0.26106432,-0.030033302256817503,-0.16373042852282027,0.10840424,0.92210746,1.0,1.0
MCF7,MCF7,LAMC1,CD44,0.50391865,1.0,0.24189349,-0.02361189735886598,-0.202228933968982,0.10657698,0.91932386,1.0,1.0
