Barcode,CellType
s_008um_00701_00550-1,Fibroblast
s_008um_00213_00621-1,Fibroblast
s_008um_00196_00694-1,Fibroblast
s_008um_00751_00568-1,Fibroblast
s_008um_00646_00184-1,
s_008um_00300_00619-1,Fibroblast
s_008um_00578_00564-1,
s_008um_00459_00693-1,
s_008um_00252_00551-1,
s_008um_00415_00261-1,
s_008um_00317_00597-1,MCF7
s_008um_00204_00132-1,
s_008um_00696_00023-1,
s_008um_00406_00629-1,Fibroblast
s_008um_00600_00816-1,
s_008um_00330_00479-1,
s_008um_00399_00749-1,Fibroblast
s_008um_00162_00252-1,
s_008um_00420_00362-1,
s_008um_00142_00610-1,
s_008um_00768_00005-1,
s_008um_00208_00582-1,Fibroblast
s_008um_00402_00033-1,
s_008um_00641_00297-1,
s_008um_00136_00259-1,
s_008um_00184_00542-1,
s_008um_00283_00741-1,Fibroblast
s_008um_00756_00513-1,
s_008um_00704_00591-1,Fibroblast
s_008um_00266_00104-1,Fibroblast
s_008um_00256_00748-1,Fibroblast
s_008um_00448_00336-1,
s_008um_00166_00028-1,
s_008um_00108_00248-1,
s_008um_00493_00644-1,
s_008um_00245_00070-1,Fibroblast
s_008um_00652_00158-1,
s_008um_00423_00111-1,
s_008um_00671_00512-1,
s_008um_00145_00492-1,
s_008um_00517_00095-1,
s_008um_00588_00114-1,
s_008um_00091_00290-1,
s_008um_00785_00503-1,
s_008um_00685_00185-1,Fibroblast
s_008um_00452_00056-1,
s_008um_00639_00591-1,Fibroblast
s_008um_00092_00286-1,
s_008um_00463_00710-1,
s_008um_00120_00642-1,
s_008um_00637_00139-1,
s_008um_00202_00008-1,
s_008um_00676_00100-1,
s_008um_00243_00534-1,
s_008um_00341_00263-1,Fibroblast
s_008um_00453_00182-1,
s_008um_00786_00631-1,Fibroblast
s_008um_00784_00750-1,Fibroblast
s_008um_00584_00687-1,
s_008um_00803_00163-1,Fibroblast
s_008um_00794_00745-1,Fibroblast
s_008um_00421_00053-1,
s_008um_00831_00691-1,MCF7
s_008um_00510_00093-1,
s_008um_00400_00125-1,Fibroblast
s_008um_00425_00604-1,
s_008um_00241_00738-1,Fibroblast
s_008um_00170_00311-1,
s_008um_00615_00241-1,
s_008um_00687_00284-1,
s_008um_00656_00587-1,Fibroblast
s_008um_00589_00612-1,
s_008um_00397_00377-1,
s_008um_00190_00671-1,Fibroblast
s_008um_00793_00623-1,Fibroblast
s_008um_00642_00144-1,
s_008um_00176_00076-1,
s_008um_00422_00465-1,
s_008um_00291_00297-1,
s_008um_00802_00223-1,MCF10A
s_008um_00472_00042-1,
s_008um_00174_00767-1,
s_008um_00757_00827-1,
s_008um_00674_00544-1,Fibroblast
s_008um_00304_00046-1,
s_008um_00638_00553-1,Fibroblast
s_008um_00321_00528-1,
s_008um_00705_00068-1,
s_008um_00244_00360-1,
s_008um_00712_00635-1,Fibroblast
s_008um_00337_00111-1,MCF10A
s_008um_00408_00327-1,
s_008um_00416_00313-1,
s_008um_00483_00094-1,
s_008um_00820_00507-1,
s_008um_00335_00471-1,
s_008um_00224_00133-1,
s_008um_00759_00259-1,Fibroblast
s_008um_00332_00752-1,Fibroblast
s_008um_00517_00153-1,
s_008um_00147_00612-1,
s_008um_00361_00345-1,
s_008um_00781_00555-1,Fibroblast
s_008um_00678_00317-1,
s_008um_00280_00544-1,
s_008um_00594_00626-1,
s_008um_00489_00129-1,
s_008um_00791_00069-1,
s_008um_00253_00814-1,
s_008um_00208_00044-1,
s_008um_00408_00693-1,MCF7
s_008um_00219_00331-1,
s_008um_00822_00602-1,MCF7
s_008um_00317_00232-1,Fibroblast
s_008um_00820_00570-1,Fibroblast
s_008um_00332_00134-1,Fibroblast
s_008um_00346_00087-1,Fibroblast
s_008um_00704_00005-1,
s_008um_00701_00785-1,
s_008um_00286_00143-1,MCF7
s_008um_00673_00120-1,
s_008um_00196_00638-1,Fibroblast
s_008um_00240_00710-1,Fibroblast
s_008um_00458_00663-1,
s_008um_00787_00727-1,Fibroblast
s_008um_00803_00156-1,Fibroblast
s_008um_00252_00255-1,Fibroblast
s_008um_00679_00279-1,
s_008um_00817_00271-1,Fibroblast
s_008um_00332_00140-1,Fibroblast
s_008um_00626_00123-1,
s_008um_00776_00259-1,Fibroblast
s_008um_00340_00617-1,Fibroblast
s_008um_00729_00785-1,
s_008um_00110_00135-1,
s_008um_00799_00625-1,Fibroblast
s_008um_00614_00527-1,
s_008um_00710_00670-1,Fibroblast
s_008um_00790_00751-1,Fibroblast
s_008um_00787_00118-1,Fibroblast
s_008um_00229_00569-1,Fibroblast
s_008um_00390_00295-1,
s_008um_00273_00507-1,
s_008um_00806_00525-1,
s_008um_00747_00224-1,Fibroblast
s_008um_00456_00632-1,
s_008um_00202_00682-1,Fibroblast
s_008um_00416_00602-1,
s_008um_00825_00752-1,Fibroblast
s_008um_00359_00342-1,
s_008um_00405_00176-1,Fibroblast
s_008um_00737_00671-1,Fibroblast
s_008um_00281_00619-1,Fibroblast
s_008um_00489_00244-1,
s_008um_00405_00311-1,
s_008um_00328_00175-1,Fibroblast
s_008um_00659_00525-1,
s_008um_00153_00201-1,
s_008um_00400_00824-1,
s_008um_00440_00729-1,
s_008um_00246_00706-1,Fibroblast
s_008um_00414_00545-1,
s_008um_00406_00147-1,
s_008um_00491_00249-1,
s_008um_00805_00175-1,Fibroblast
s_008um_00658_00043-1,
s_008um_00419_00112-1,
s_008um_00154_00488-1,
s_008um_00210_00191-1,
s_008um_00764_00308-1,
s_008um_00711_00114-1,Fibroblast
s_008um_00407_00033-1,
s_008um_00327_00229-1,Fibroblast
s_008um_00518_00298-1,
s_008um_00625_00066-1,
s_008um_00813_00545-1,Fibroblast
s_008um_00751_00531-1,
s_008um_00791_00141-1,Fibroblast
s_008um_00674_00665-1,Fibroblast
s_008um_00310_00461-1,
s_008um_00650_00600-1,Fibroblast
s_008um_00140_00502-1,
s_008um_00302_00750-1,Fibroblast
s_008um_00598_00253-1,
s_008um_00321_00053-1,
s_008um_00410_00501-1,
s_008um_00214_00800-1,
s_008um_00625_00672-1,
s_008um_00252_00689-1,Fibroblast
s_008um_00795_00191-1,Fibroblast
s_008um_00095_00052-1,
s_008um_00590_00700-1,
s_008um_00632_00104-1,
s_008um_00680_00261-1,
s_008um_00824_00185-1,Fibroblast
s_008um_00399_00140-1,Fibroblast
s_008um_00100_00167-1,
s_008um_00429_00547-1,
s_008um_00384_00685-1,Fibroblast
s_008um_00708_00190-1,Fibroblast
s_008um_00767_00288-1,
s_008um_00778_00152-1,Fibroblast
s_008um_00747_00749-1,Fibroblast
s_008um_00413_00072-1,
s_008um_00251_00513-1,
s_008um_00659_00750-1,Fibroblast
s_008um_00519_00165-1,
s_008um_00245_00299-1,
s_008um_00756_00637-1,Fibroblast
s_008um_00488_00625-1,
s_008um_00321_00321-1,
s_008um_00509_00336-1,
s_008um_00562_00781-1,
s_008um_00231_00691-1,Fibroblast
s_008um_00756_00780-1,
s_008um_00219_00684-1,Fibroblast
s_008um_00751_00594-1,Fibroblast
s_008um_00508_00187-1,
s_008um_00679_00251-1,
s_008um_00410_00475-1,
s_008um_00198_00128-1,
s_008um_00455_00629-1,
s_008um_00374_00034-1,
s_008um_00661_00744-1,Fibroblast
s_008um_00370_00752-1,Fibroblast
s_008um_00420_00126-1,
s_008um_00597_00556-1,
s_008um_00263_00635-1,MCF10A
s_008um_00358_00641-1,Fibroblast
s_008um_00821_00353-1,
s_008um_00284_00324-1,
s_008um_00206_00218-1,
s_008um_00191_00581-1,Fibroblast
s_008um_00367_00618-1,Fibroblast
s_008um_00482_00100-1,
s_008um_00271_00536-1,
s_008um_00636_00747-1,Fibroblast
s_008um_00478_00616-1,
s_008um_00752_00555-1,Fibroblast
s_008um_00808_00337-1,
s_008um_00732_00041-1,
s_008um_00345_00045-1,
s_008um_00738_00107-1,Fibroblast
s_008um_00374_00835-1,
s_008um_00138_00229-1,
s_008um_00796_00517-1,
s_008um_00739_00156-1,Fibroblast
s_008um_00595_00327-1,
s_008um_00501_00138-1,
s_008um_00303_00316-1,
s_008um_00234_00647-1,Fibroblast
s_008um_00347_00153-1,Fibroblast
s_008um_00236_00049-1,
s_008um_00505_00194-1,
s_008um_00362_00359-1,
s_008um_00234_00700-1,MCF7
s_008um_00376_00791-1,
s_008um_00184_00590-1,
s_008um_00513_00246-1,
s_008um_00522_00325-1,
s_008um_00379_00532-1,
s_008um_00732_00655-1,Fibroblast
s_008um_00406_00569-1,Fibroblast
s_008um_00699_00327-1,
s_008um_00385_00710-1,MCF7
s_008um_00651_00255-1,
s_008um_00285_00588-1,Fibroblast
s_008um_00714_00555-1,Fibroblast
s_008um_00356_00266-1,Fibroblast
s_008um_00784_00039-1,
s_008um_00181_00652-1,
s_008um_00700_00037-1,
s_008um_00421_00148-1,
s_008um_00123_00590-1,
s_008um_00617_00171-1,
s_008um_00720_00115-1,Fibroblast
s_008um_00227_00808-1,
s_008um_00177_00127-1,
s_008um_00372_00595-1,MCF7
s_008um_00639_00210-1,
s_008um_00723_00240-1,Fibroblast
s_008um_00281_00299-1,
s_008um_00319_00329-1,
s_008um_00252_00468-1,
s_008um_00825_00007-1,
s_008um_00374_00496-1,
s_008um_00600_00311-1,
s_008um_00235_00628-1,Fibroblast
s_008um_00222_00229-1,
s_008um_00811_00743-1,Fibroblast
s_008um_00089_00141-1,
s_008um_00810_00524-1,
s_008um_00454_00577-1,
s_008um_00447_00597-1,
s_008um_00663_00305-1,
s_008um_00830_00102-1,Fibroblast
s_008um_00729_00526-1,
s_008um_00679_00695-1,Fibroblast
s_008um_00374_00076-1,Fibroblast
s_008um_00368_00326-1,
s_008um_00583_00118-1,
s_008um_00351_00745-1,Fibroblast
s_008um_00575_00111-1,
s_008um_00835_00824-1,
s_008um_00717_00520-1,
s_008um_00330_00270-1,Fibroblast
s_008um_00546_00355-1,
s_008um_00738_00075-1,Fibroblast
s_008um_00816_00015-1,
s_008um_00422_00704-1,
s_008um_00725_00127-1,Fibroblast
s_008um_00292_00516-1,
s_008um_00711_00157-1,Fibroblast
s_008um_00714_00254-1,Fibroblast
s_008um_00762_00355-1,
s_008um_00672_00604-1,Fibroblast
s_008um_00793_00714-1,Fibroblast
s_008um_00446_00230-1,
s_008um_00755_00524-1,
s_008um_00118_00569-1,
s_008um_00192_00680-1,Fibroblast
s_008um_00299_00792-1,
s_008um_00129_00052-1,
s_008um_00778_00788-1,
s_008um_00290_00613-1,Fibroblast
s_008um_00312_00115-1,Fibroblast
s_008um_00235_00103-1,
s_008um_00698_00274-1,Fibroblast
s_008um_00305_00790-1,
s_008um_00180_00589-1,
s_008um_00700_00570-1,Fibroblast
s_008um_00166_00349-1,
s_008um_00197_00121-1,
s_008um_00326_00144-1,Fibroblast
s_008um_00376_00822-1,
s_008um_00306_00036-1,
s_008um_00214_00152-1,
s_008um_00645_00215-1,
s_008um_00776_00075-1,Fibroblast
s_008um_00777_00212-1,Fibroblast
s_008um_00474_00122-1,
s_008um_00337_00766-1,Fibroblast
s_008um_00441_00730-1,
s_008um_00387_00771-1,
s_008um_00807_00344-1,
s_008um_00189_00110-1,
s_008um_00448_00684-1,
s_008um_00289_00020-1,
s_008um_00158_00268-1,
s_008um_00380_00502-1,
s_008um_00327_00647-1,Fibroblast
s_008um_00243_00370-1,
s_008um_00746_00511-1,
s_008um_00647_00244-1,
s_008um_00186_00777-1,
s_008um_00292_00023-1,
s_008um_00809_00600-1,Fibroblast
s_008um_00635_00775-1,
s_008um_00691_00211-1,Fibroblast
s_008um_00325_00115-1,Fibroblast
s_008um_00432_00719-1,
s_008um_00318_00022-1,
s_008um_00769_00105-1,Fibroblast
s_008um_00336_00382-1,
s_008um_00384_00773-1,
s_008um_00682_00213-1,Fibroblast
s_008um_00507_00126-1,
s_008um_00238_00137-1,
s_008um_00696_00072-1,
s_008um_00331_00192-1,Fibroblast
s_008um_00454_00136-1,
s_008um_00275_00097-1,Fibroblast
s_008um_00701_00259-1,Fibroblast
s_008um_00232_00767-1,Fibroblast
s_008um_00112_00085-1,
s_008um_00597_00611-1,
s_008um_00438_00496-1,
s_008um_00272_00741-1,Fibroblast
s_008um_00279_00690-1,Fibroblast
s_008um_00303_00246-1,Fibroblast
s_008um_00465_00027-1,
s_008um_00360_00500-1,
s_008um_00418_00491-1,
s_008um_00285_00122-1,MCF10A
s_008um_00615_00622-1,
s_008um_00792_00093-1,Fibroblast
s_008um_00386_00283-1,
s_008um_00209_00623-1,Fibroblast
s_008um_00205_00076-1,
s_008um_00702_00296-1,
s_008um_00689_00683-1,Fibroblast
s_008um_00483_00011-1,
s_008um_00757_00711-1,MCF7
s_008um_00418_00696-1,
s_008um_00267_00260-1,Fibroblast
s_008um_00802_00048-1,
s_008um_00091_00274-1,
s_008um_00749_00196-1,Fibroblast
s_008um_00168_00280-1,
s_008um_00262_00263-1,Fibroblast
s_008um_00795_00513-1,
s_008um_00363_00180-1,Fibroblast
s_008um_00221_00558-1,Fibroblast
s_008um_00196_00310-1,
s_008um_00265_00473-1,
s_008um_00281_00534-1,
s_008um_00832_00545-1,Fibroblast
s_008um_00658_00172-1,
s_008um_00394_00726-1,Fibroblast
s_008um_00783_00205-1,Fibroblast
s_008um_00297_00081-1,Fibroblast
s_008um_00708_00233-1,Fibroblast
s_008um_00352_00637-1,Fibroblast
s_008um_00743_00578-1,Fibroblast
s_008um_00691_00219-1,Fibroblast
s_008um_00713_00548-1,Fibroblast
s_008um_00359_00678-1,Fibroblast
s_008um_00384_00047-1,
s_008um_00759_00517-1,
s_008um_00697_00020-1,
s_008um_00471_00148-1,
s_008um_00584_00388-1,
s_008um_00718_00564-1,MCF7
s_008um_00333_00279-1,Fibroblast
s_008um_00409_00808-1,
s_008um_00768_00215-1,Fibroblast
s_008um_00183_00202-1,
s_008um_00353_00318-1,
s_008um_00480_00345-1,
s_008um_00252_00618-1,Fibroblast
s_008um_00443_00136-1,
s_008um_00114_00565-1,
s_008um_00182_00658-1,
s_008um_00824_00557-1,Fibroblast
s_008um_00745_00541-1,Fibroblast
s_008um_00247_00496-1,
s_008um_00105_00052-1,
s_008um_00449_00687-1,
s_008um_00252_00654-1,Fibroblast
s_008um_00207_00758-1,Fibroblast
s_008um_00277_00696-1,Fibroblast
s_008um_00406_00046-1,
s_008um_00633_00088-1,
s_008um_00733_00756-1,
s_008um_00729_00716-1,Fibroblast
s_008um_00373_00504-1,
s_008um_00809_00774-1,
s_008um_00696_00716-1,Fibroblast
s_008um_00410_00132-1,
s_008um_00345_00318-1,
s_008um_00420_00544-1,
s_008um_00280_00013-1,
s_008um_00123_00128-1,
s_008um_00615_00139-1,
s_008um_00137_00064-1,
s_008um_00732_00253-1,Fibroblast
s_008um_00072_00061-1,
s_008um_00810_00501-1,
s_008um_00606_00552-1,
s_008um_00153_00765-1,
s_008um_00730_00612-1,Fibroblast
s_008um_00158_00517-1,
s_008um_00322_00368-1,
s_008um_00153_00535-1,
s_008um_00284_00130-1,MCF7
s_008um_00335_00624-1,Fibroblast
s_008um_00542_00669-1,
s_008um_00148_00132-1,
s_008um_00726_00678-1,Fibroblast
s_008um_00308_00546-1,
s_008um_00319_00618-1,Fibroblast
s_008um_00375_00185-1,Fibroblast
s_008um_00760_00800-1,
s_008um_00375_00098-1,Fibroblast
s_008um_00433_00530-1,
s_008um_00123_00615-1,
s_008um_00156_00631-1,
s_008um_00735_00042-1,
s_008um_00340_00416-1,
s_008um_00156_00304-1,
s_008um_00413_00223-1,
s_008um_00760_00528-1,
s_008um_00181_00346-1,
s_008um_00349_00678-1,Fibroblast
s_008um_00791_00012-1,
s_008um_00655_00617-1,Fibroblast
s_008um_00175_00358-1,
s_008um_00758_00210-1,Fibroblast
s_008um_00151_00033-1,
s_008um_00116_00656-1,
s_008um_00782_00339-1,
s_008um_00626_00596-1,Fibroblast
s_008um_00143_00327-1,
s_008um_00228_00169-1,
s_008um_00443_00123-1,
s_008um_00215_00772-1,
s_008um_00325_00365-1,
s_008um_00699_00145-1,Fibroblast
s_008um_00809_00120-1,Fibroblast
s_008um_00735_00032-1,
s_008um_00833_00007-1,
s_008um_00191_00649-1,MCF7
s_008um_00641_00633-1,Fibroblast
s_008um_00783_00630-1,Fibroblast
s_008um_00748_00714-1,Fibroblast
s_008um_00413_00312-1,
s_008um_00648_00151-1,
s_008um_00190_00575-1,Fibroblast
s_008um_00630_00721-1,Fibroblast
s_008um_00280_00003-1,
s_008um_00660_00089-1,
s_008um_00363_00247-1,Fibroblast
s_008um_00184_00342-1,
s_008um_00422_00667-1,
s_008um_00198_00627-1,Fibroblast
s_008um_00172_00487-1,
s_008um_00249_00154-1,Fibroblast
s_008um_00244_00171-1,Fibroblast
s_008um_00167_00341-1,
s_008um_00684_00173-1,Fibroblast
s_008um_00566_00560-1,
s_008um_00493_00173-1,
s_008um_00048_00268-1,
s_008um_00169_00043-1,
s_008um_00169_00517-1,
s_008um_00400_00797-1,
s_008um_00807_00194-1,MCF10A
s_008um_00263_00166-1,Fibroblast
s_008um_00166_00696-1,
s_008um_00522_00196-1,
s_008um_00377_00067-1,Fibroblast
s_008um_00454_00113-1,
s_008um_00218_00154-1,
s_008um_00302_00431-1,
s_008um_00334_00642-1,Fibroblast
s_008um_00694_00547-1,Fibroblast
s_008um_00655_00543-1,Fibroblast
s_008um_00696_00199-1,Fibroblast
s_008um_00743_00206-1,Fibroblast
s_008um_00397_00177-1,Fibroblast
s_008um_00168_00161-1,
s_008um_00729_00647-1,Fibroblast
s_008um_00620_00712-1,
s_008um_00266_00270-1,Fibroblast
s_008um_00795_00622-1,Fibroblast
s_008um_00379_00423-1,
s_008um_00257_00073-1,Fibroblast
s_008um_00204_00738-1,Fibroblast
s_008um_00672_00733-1,Fibroblast
s_008um_00636_00678-1,Fibroblast
s_008um_00795_00009-1,
s_008um_00767_00067-1,
s_008um_00259_00042-1,
s_008um_00815_00707-1,Fibroblast
s_008um_00837_00663-1,Fibroblast
s_008um_00123_00293-1,
s_008um_00611_00600-1,
s_008um_00416_00783-1,
s_008um_00132_00261-1,
s_008um_00328_00723-1,Fibroblast
s_008um_00712_00236-1,MCF10A
s_008um_00822_00520-1,
s_008um_00605_00624-1,
s_008um_00145_00038-1,
s_008um_00288_00040-1,
s_008um_00351_00198-1,MCF10A
s_008um_00170_00252-1,
s_008um_00283_00430-1,
s_008um_00387_00775-1,
s_008um_00831_00266-1,Fibroblast
s_008um_00721_00067-1,
s_008um_00658_00255-1,
s_008um_00433_00526-1,
s_008um_00381_00773-1,
s_008um_00763_00568-1,Fibroblast
s_008um_00626_00238-1,
s_008um_00144_00600-1,
s_008um_00756_00797-1,
s_008um_00285_00345-1,
s_008um_00606_00233-1,
s_008um_00763_00160-1,Fibroblast
s_008um_00591_00309-1,
s_008um_00233_00083-1,
s_008um_00487_00163-1,
s_008um_00204_00691-1,Fibroblast
s_008um_00276_00045-1,
s_008um_00242_00187-1,Fibroblast
s_008um_00283_00134-1,MCF7
s_008um_00367_00179-1,MCF10A
s_008um_00421_00479-1,
s_008um_00651_00182-1,
s_008um_00755_00798-1,
s_008um_00487_00111-1,
s_008um_00787_00013-1,
s_008um_00620_00108-1,
s_008um_00689_00647-1,Fibroblast
s_008um_00402_00727-1,Fibroblast
s_008um_00610_00630-1,
s_008um_00212_00345-1,
s_008um_00680_00081-1,
s_008um_00242_00268-1,Fibroblast
s_008um_00651_00771-1,
s_008um_00348_00723-1,Fibroblast
s_008um_00104_00585-1,
s_008um_00193_00345-1,
s_008um_00394_00368-1,
s_008um_00709_00301-1,
s_008um_00410_00695-1,Fibroblast
s_008um_00391_00256-1,Fibroblast
s_008um_00163_00727-1,
s_008um_00679_00215-1,
s_008um_00665_00018-1,
s_008um_00758_00622-1,Fibroblast
s_008um_00157_00213-1,
s_008um_00738_00535-1,
s_008um_00792_00303-1,
s_008um_00280_00657-1,Fibroblast
s_008um_00290_00783-1,
s_008um_00767_00698-1,Fibroblast
s_008um_00665_00233-1,
s_008um_00278_00067-1,Fibroblast
s_008um_00332_00560-1,Fibroblast
s_008um_00467_00671-1,
s_008um_00765_00270-1,Fibroblast
s_008um_00467_00008-1,
s_008um_00690_00233-1,Fibroblast
s_008um_00520_00025-1,
s_008um_00402_00061-1,
s_008um_00181_00017-1,
s_008um_00683_00306-1,
s_008um_00430_00613-1,
s_008um_00401_00240-1,Fibroblast
s_008um_00517_00653-1,
s_008um_00210_00533-1,
s_008um_00580_00387-1,
s_008um_00285_00049-1,
s_008um_00727_00770-1,
s_008um_00465_00164-1,
s_008um_00173_00041-1,
s_008um_00702_00608-1,Fibroblast
s_008um_00729_00135-1,MCF10A
s_008um_00384_00439-1,
s_008um_00199_00244-1,
s_008um_00400_00749-1,Fibroblast
s_008um_00756_00288-1,
s_008um_00335_00656-1,Fibroblast
s_008um_00415_00605-1,
s_008um_00316_00030-1,
s_008um_00455_00559-1,
s_008um_00316_00372-1,
s_008um_00655_00547-1,Fibroblast
s_008um_00175_00507-1,
s_008um_00440_00105-1,
s_008um_00634_00489-1,
s_008um_00780_00681-1,Fibroblast
s_008um_00533_00281-1,
s_008um_00760_00759-1,
s_008um_00807_00763-1,
s_008um_00275_00669-1,Fibroblast
s_008um_00784_00618-1,Fibroblast
s_008um_00137_00155-1,
s_008um_00450_00494-1,
s_008um_00641_00210-1,
s_008um_00434_00528-1,
s_008um_00513_00038-1,
s_008um_00819_00814-1,
s_008um_00224_00364-1,
s_008um_00342_00521-1,
s_008um_00206_00211-1,
s_008um_00120_00122-1,
s_008um_00179_00528-1,
s_008um_00444_00285-1,
s_008um_00449_00064-1,
s_008um_00559_00788-1,
s_008um_00500_00714-1,
s_008um_00173_00325-1,
s_008um_00458_00225-1,
s_008um_00828_00349-1,
s_008um_00253_00308-1,
s_008um_00473_00314-1,
s_008um_00613_00132-1,
s_008um_00372_00099-1,Fibroblast
s_008um_00652_00707-1,Fibroblast
s_008um_00813_00090-1,Fibroblast
s_008um_00388_00025-1,
s_008um_00267_00615-1,Fibroblast
s_008um_00720_00061-1,
s_008um_00806_00139-1,Fibroblast
s_008um_00163_00543-1,
s_008um_00240_00438-1,
s_008um_00511_00346-1,
s_008um_00259_00587-1,Fibroblast
s_008um_00298_00672-1,Fibroblast
s_008um_00695_00313-1,
s_008um_00159_00642-1,
s_008um_00206_00221-1,
s_008um_00133_00639-1,
s_008um_00612_00130-1,
s_008um_00256_00256-1,Fibroblast
s_008um_00641_00667-1,Fibroblast
s_008um_00803_00162-1,Fibroblast
s_008um_00395_00332-1,
s_008um_00398_00305-1,
s_008um_00231_00730-1,Fibroblast
s_008um_00736_00730-1,Fibroblast
s_008um_00478_00588-1,
s_008um_00706_00352-1,
s_008um_00122_00591-1,
s_008um_00610_00221-1,
s_008um_00732_00011-1,
s_008um_00648_00156-1,
s_008um_00088_00283-1,
s_008um_00146_00498-1,
s_008um_00810_00050-1,
s_008um_00353_00597-1,Fibroblast
s_008um_00621_00762-1,
s_008um_00183_00543-1,
s_008um_00737_00821-1,
s_008um_00384_00611-1,Fibroblast
s_008um_00160_00167-1,
s_008um_00329_00632-1,Fibroblast
s_008um_00648_00752-1,Fibroblast
s_008um_00509_00302-1,
s_008um_00579_00690-1,
s_008um_00720_00273-1,Fibroblast
s_008um_00789_00104-1,Fibroblast
s_008um_00112_00288-1,
s_008um_00361_00616-1,MCF7
s_008um_00146_00192-1,
s_008um_00711_00662-1,Fibroblast
s_008um_00672_00573-1,Fibroblast
s_008um_00314_00641-1,Fibroblast
s_008um_00453_00609-1,
s_008um_00734_00707-1,Fibroblast
s_008um_00642_00671-1,Fibroblast
s_008um_00382_00188-1,Fibroblast
s_008um_00689_00558-1,Fibroblast
s_008um_00686_00245-1,Fibroblast
s_008um_00378_00773-1,
s_008um_00618_00802-1,
s_008um_00323_00328-1,
s_008um_00114_00137-1,
s_008um_00109_00600-1,
s_008um_00344_00511-1,
s_008um_00437_00532-1,
s_008um_00685_00216-1,Fibroblast
s_008um_00602_00657-1,
s_008um_00341_00561-1,Fibroblast
s_008um_00322_00537-1,
s_008um_00163_00574-1,
s_008um_00760_00039-1,
s_008um_00825_00225-1,MCF10A
s_008um_00481_00164-1,
s_008um_00762_00256-1,Fibroblast
s_008um_00808_00528-1,
s_008um_00323_00721-1,Fibroblast
s_008um_00792_00210-1,Fibroblast
s_008um_00217_00232-1,
s_008um_00458_00611-1,
s_008um_00120_00078-1,
s_008um_00310_00204-1,Fibroblast
s_008um_00174_00025-1,
s_008um_00252_00343-1,
s_008um_00416_00029-1,
s_008um_00640_00078-1,
s_008um_00396_00305-1,
s_008um_00698_00784-1,
s_008um_00337_00227-1,Fibroblast
s_008um_00817_00760-1,
s_008um_00389_00240-1,Fibroblast
s_008um_00250_00170-1,Fibroblast
s_008um_00089_00049-1,
s_008um_00687_00239-1,Fibroblast
s_008um_00477_00113-1,
s_008um_00449_00560-1,
s_008um_00282_00705-1,Fibroblast
s_008um_00538_00687-1,
s_008um_00163_00535-1,
s_008um_00689_00070-1,
s_008um_00635_00498-1,
s_008um_00790_00249-1,Fibroblast
s_008um_00267_00108-1,Fibroblast
s_008um_00145_00663-1,
s_008um_00777_00056-1,
s_008um_00279_00553-1,
s_008um_00523_00136-1,
s_008um_00192_00696-1,Fibroblast
s_008um_00346_00120-1,MCF7
s_008um_00104_00165-1,
s_008um_00763_00630-1,Fibroblast
s_008um_00359_00359-1,
s_008um_00756_00558-1,Fibroblast
s_008um_00186_00763-1,
s_008um_00712_00264-1,Fibroblast
s_008um_00150_00627-1,
s_008um_00219_00476-1,
s_008um_00202_00309-1,
s_008um_00562_00360-1,
s_008um_00772_00620-1,Fibroblast
s_008um_00259_00759-1,Fibroblast
s_008um_00703_00246-1,Fibroblast
s_008um_00319_00785-1,
s_008um_00400_00106-1,Fibroblast
s_008um_00807_00016-1,
s_008um_00742_00186-1,Fibroblast
s_008um_00172_00768-1,
s_008um_00367_00509-1,
s_008um_00331_00347-1,
s_008um_00247_00490-1,
s_008um_00228_00114-1,
s_008um_00717_00347-1,
s_008um_00433_00338-1,
s_008um_00833_00731-1,Fibroblast
s_008um_00159_00036-1,
s_008um_00157_00086-1,
s_008um_00752_00714-1,MCF7
s_008um_00274_00035-1,
s_008um_00252_00493-1,
s_008um_00445_00613-1,
s_008um_00471_00280-1,
s_008um_00776_00158-1,Fibroblast
s_008um_00237_00750-1,Fibroblast
s_008um_00820_00693-1,Fibroblast
s_008um_00206_00112-1,
s_008um_00377_00600-1,MCF7
s_008um_00282_00142-1,Fibroblast
s_008um_00220_00372-1,
s_008um_00762_00562-1,Fibroblast
s_008um_00411_00490-1,
s_008um_00830_00220-1,Fibroblast
s_008um_00229_00144-1,
