Barcode,PrintPattern
s_008um_00596_00221-1,Pattern_3
s_008um_00695_00194-1,
s_008um_00729_00580-1,
s_008um_00726_00629-1,
s_008um_00805_00050-1,
s_008um_00651_00684-1,Random_3
s_008um_00373_00640-1,
s_008um_00501_00512-1,
s_008um_00639_00707-1,Random_3
s_008um_00615_00033-1,
s_008um_00708_00740-1,
s_008um_00653_00269-1,Pattern_3
s_008um_00754_00600-1,
s_008um_00595_00723-1,Random_3
s_008um_00628_00549-1,Random_3
s_008um_00307_00254-1,
s_008um_00417_00139-1,
s_008um_00601_00003-1,
s_008um_00401_00504-1,
s_008um_00544_00623-1,Random_3
s_008um_00629_00761-1,
s_008um_00736_00373-1,
s_008um_00267_00562-1,
s_008um_00267_00411-1,
s_008um_00778_00645-1,
s_008um_00497_00098-1,
s_008um_00424_00177-1,
s_008um_00778_00760-1,
s_008um_00202_00808-1,Fibroblast_CTRL
s_008um_00565_00626-1,Random_3
s_008um_00479_00530-1,
s_008um_00510_00495-1,
s_008um_00136_00782-1,Fibroblast_CTRL
s_008um_00461_00004-1,
s_008um_00624_00246-1,Pattern_3
s_008um_00240_00252-1,
s_008um_00273_00182-1,
s_008um_00811_00559-1,
s_008um_00755_00306-1,
s_008um_00462_00607-1,
s_008um_00442_00246-1,
s_008um_00653_00017-1,
s_008um_00516_00031-1,
s_008um_00732_00024-1,
s_008um_00599_00312-1,
s_008um_00736_00286-1,
s_008um_00634_00810-1,
s_008um_00542_00088-1,Pattern_3
s_008um_00553_00535-1,
s_008um_00541_00192-1,Pattern_3
s_008um_00420_00270-1,
s_008um_00306_00410-1,
s_008um_00594_00568-1,Random_3
s_008um_00537_00696-1,Random_3
s_008um_00358_00323-1,
s_008um_00512_00290-1,
s_008um_00725_00178-1,
s_008um_00685_00360-1,
s_008um_00104_00784-1,Fibroblast_CTRL
s_008um_00742_00650-1,
s_008um_00656_00661-1,Random_3
s_008um_00278_00374-1,MCF7_CTRL
s_008um_00471_00172-1,
s_008um_00824_00170-1,
s_008um_00727_00303-1,
s_008um_00774_00093-1,
s_008um_00159_00539-1,
s_008um_00032_00189-1,MCF10A_CTRL
s_008um_00177_00813-1,Fibroblast_CTRL
s_008um_00652_00014-1,
s_008um_00814_00617-1,
s_008um_00439_00626-1,
s_008um_00710_00325-1,
s_008um_00751_00293-1,
s_008um_00737_00165-1,
s_008um_00185_00469-1,
s_008um_00035_00155-1,MCF10A_CTRL
s_008um_00532_00376-1,
s_008um_00609_00634-1,Random_3
s_008um_00101_00208-1,MCF10A_CTRL
s_008um_00051_00290-1,MCF10A_CTRL
s_008um_00200_00525-1,
s_008um_00083_00662-1,
s_008um_00469_00244-1,
s_008um_00769_00511-1,
s_008um_00554_00286-1,Pattern_3
s_008um_00539_00808-1,
s_008um_00713_00771-1,
s_008um_00608_00772-1,
s_008um_00731_00096-1,
s_008um_00612_00506-1,
s_008um_00645_00472-1,
s_008um_00479_00173-1,
s_008um_00190_00818-1,Fibroblast_CTRL
s_008um_00778_00707-1,
s_008um_00153_00767-1,Fibroblast_CTRL
s_008um_00746_00533-1,
s_008um_00706_00666-1,
s_008um_00751_00606-1,
s_008um_00533_00741-1,Random_3
s_008um_00117_00293-1,
s_008um_00823_00291-1,
s_008um_00656_00122-1,Pattern_3
s_008um_00459_00322-1,
s_008um_00027_00750-1,Fibroblast_CTRL
s_008um_00574_00158-1,Pattern_3
s_008um_00075_00278-1,MCF10A_CTRL
s_008um_00057_00760-1,Fibroblast_CTRL
s_008um_00658_00375-1,
s_008um_00044_00769-1,Fibroblast_CTRL
s_008um_00669_00378-1,
s_008um_00826_00260-1,
s_008um_00663_00266-1,Pattern_3
s_008um_00557_00308-1,
s_008um_00073_00196-1,MCF10A_CTRL
s_008um_00686_00645-1,
s_008um_00643_00700-1,Random_3
s_008um_00219_00494-1,
s_008um_00043_00817-1,Fibroblast_CTRL
s_008um_00124_00704-1,Fibroblast_CTRL
s_008um_00571_00339-1,
s_008um_00489_00246-1,
s_008um_00607_00088-1,Pattern_3
s_008um_00130_00807-1,Fibroblast_CTRL
s_008um_00196_00556-1,MCF7_CTRL
s_008um_00733_00653-1,
s_008um_00019_00289-1,MCF10A_CTRL
s_008um_00166_00531-1,
s_008um_00610_00046-1,
s_008um_00464_00759-1,
s_008um_00664_00103-1,Pattern_3
s_008um_00772_00520-1,
s_008um_00444_00018-1,
s_008um_00357_00308-1,
s_008um_00693_00038-1,
s_008um_00018_00775-1,Fibroblast_CTRL
s_008um_00775_00193-1,
s_008um_00764_00571-1,
s_008um_00537_00559-1,Random_3
s_008um_00668_00329-1,
s_008um_00600_00583-1,Random_3
s_008um_00735_00181-1,
s_008um_00651_00617-1,Random_3
s_008um_00002_00168-1,MCF10A_CTRL
s_008um_00520_00488-1,
s_008um_00591_00008-1,
s_008um_00564_00306-1,
s_008um_00623_00563-1,Random_3
s_008um_00131_00814-1,Fibroblast_CTRL
s_008um_00683_00573-1,
s_008um_00230_00192-1,
s_008um_00695_00653-1,
s_008um_00601_00224-1,Pattern_3
s_008um_00120_00797-1,Fibroblast_CTRL
s_008um_00600_00542-1,Random_3
s_008um_00542_00247-1,Pattern_3
s_008um_00579_00302-1,
s_008um_00551_00677-1,Random_3
s_008um_00333_00275-1,
s_008um_00235_00687-1,Fibroblast_CTRL
s_008um_00536_00196-1,Pattern_3
s_008um_00600_00575-1,Random_3
s_008um_00622_00010-1,
s_008um_00671_00652-1,
s_008um_00709_00806-1,
s_008um_00333_00761-1,
s_008um_00630_00830-1,
s_008um_00573_00316-1,
s_008um_00109_00345-1,
s_008um_00433_00629-1,
s_008um_00653_00501-1,
s_008um_00782_00749-1,
s_008um_00716_00263-1,
s_008um_00016_00803-1,Fibroblast_CTRL
s_008um_00152_00176-1,
s_008um_00747_00300-1,
s_008um_00236_00451-1,
s_008um_00626_00326-1,
s_008um_00114_00803-1,Fibroblast_CTRL
s_008um_00036_00737-1,Fibroblast_CTRL
s_008um_00728_00510-1,
s_008um_00605_00615-1,Random_3
s_008um_00554_00137-1,Pattern_3
s_008um_00627_00774-1,
s_008um_00505_00632-1,
s_008um_00766_00162-1,
s_008um_00521_00253-1,
s_008um_00644_00486-1,
s_008um_00508_00766-1,
s_008um_00071_00236-1,MCF10A_CTRL
s_008um_00081_00657-1,
s_008um_00521_00226-1,
s_008um_00703_00795-1,
s_008um_00111_00798-1,Fibroblast_CTRL
s_008um_00114_00704-1,Fibroblast_CTRL
s_008um_00469_00666-1,
s_008um_00723_00489-1,
s_008um_00707_00693-1,
s_008um_00102_00742-1,Fibroblast_CTRL
s_008um_00788_00214-1,
s_008um_00517_00808-1,
s_008um_00616_00124-1,Pattern_3
s_008um_00581_00155-1,Pattern_3
s_008um_00690_00316-1,
s_008um_00147_00765-1,Fibroblast_CTRL
s_008um_00687_00270-1,Pattern_3
s_008um_00324_00316-1,
s_008um_00580_00257-1,Pattern_3
s_008um_00674_00353-1,
s_008um_00532_00618-1,Random_3
s_008um_00261_00336-1,MCF7_CTRL
s_008um_00531_00113-1,
s_008um_00538_00329-1,
s_008um_00653_00219-1,Pattern_3
s_008um_00557_00775-1,
s_008um_00744_00706-1,
s_008um_00200_00743-1,Fibroblast_CTRL
s_008um_00434_00226-1,
s_008um_00552_00779-1,
s_008um_00672_00757-1,
s_008um_00817_00280-1,
s_008um_00278_00783-1,
s_008um_00132_00754-1,Fibroblast_CTRL
s_008um_00564_00263-1,Pattern_3
s_008um_00732_00160-1,
s_008um_00411_00257-1,
s_008um_00507_00277-1,
s_008um_00797_00188-1,
s_008um_00630_00204-1,Pattern_3
s_008um_00746_00115-1,
s_008um_00718_00101-1,
s_008um_00546_00178-1,Pattern_3
s_008um_00186_00456-1,
s_008um_00399_00125-1,
s_008um_00267_00349-1,MCF7_CTRL
s_008um_00280_00377-1,MCF7_CTRL
s_008um_00303_00149-1,
s_008um_00140_00314-1,
s_008um_00619_00737-1,Random_3
s_008um_00523_00676-1,Random_3
s_008um_00185_00506-1,MCF7_CTRL
s_008um_00553_00377-1,
s_008um_00778_00079-1,
s_008um_00210_00016-1,
s_008um_00381_00127-1,
s_008um_00465_00540-1,
s_008um_00635_00612-1,Random_3
s_008um_00813_00223-1,
s_008um_00305_00032-1,
s_008um_00479_00708-1,
s_008um_00180_00479-1,
s_008um_00591_00337-1,
s_008um_00014_00640-1,
s_008um_00672_00244-1,Pattern_3
s_008um_00081_00640-1,
s_008um_00077_00786-1,Fibroblast_CTRL
s_008um_00515_00492-1,
s_008um_00636_00006-1,
s_008um_00654_00332-1,
s_008um_00240_00241-1,
s_008um_00456_00246-1,
s_008um_00709_00103-1,
s_008um_00433_00282-1,
s_008um_00189_00610-1,
s_008um_00525_00520-1,
s_008um_00708_00338-1,
s_008um_00491_00611-1,
s_008um_00670_00012-1,
s_008um_00700_00250-1,
s_008um_00538_00339-1,
s_008um_00048_00830-1,Fibroblast_CTRL
s_008um_00577_00367-1,
s_008um_00684_00760-1,
s_008um_00333_00512-1,
s_008um_00628_00155-1,Pattern_3
s_008um_00527_00235-1,
s_008um_00621_00636-1,Random_3
s_008um_00623_00224-1,Pattern_3
s_008um_00478_00279-1,
s_008um_00623_00683-1,Random_3
s_008um_00050_00255-1,MCF10A_CTRL
s_008um_00600_00570-1,Random_3
s_008um_00472_00303-1,
s_008um_00275_00771-1,
s_008um_00150_00162-1,
s_008um_00484_00282-1,
s_008um_00607_00777-1,
s_008um_00201_00749-1,Fibroblast_CTRL
s_008um_00619_00764-1,
s_008um_00801_00559-1,
s_008um_00187_00483-1,
s_008um_00183_00454-1,
s_008um_00238_00831-1,Fibroblast_CTRL
s_008um_00581_00093-1,Pattern_3
s_008um_00079_00709-1,Fibroblast_CTRL
s_008um_00703_00038-1,
s_008um_00375_00193-1,
s_008um_00629_00497-1,
s_008um_00484_00211-1,
s_008um_00798_00265-1,
s_008um_00690_00124-1,
s_008um_00727_00557-1,
s_008um_00686_00540-1,
s_008um_00628_00317-1,
s_008um_00123_00699-1,Fibroblast_CTRL
s_008um_00591_00762-1,
s_008um_00681_00118-1,Pattern_3
s_008um_00120_00275-1,MCF10A_CTRL
s_008um_00311_00787-1,
s_008um_00477_00626-1,
s_008um_00423_00294-1,
s_008um_00429_00153-1,
s_008um_00574_00772-1,
s_008um_00478_00076-1,
s_008um_00742_00104-1,
s_008um_00763_00375-1,
s_008um_00259_00479-1,
s_008um_00399_00711-1,
s_008um_00773_00505-1,
s_008um_00147_00676-1,
s_008um_00286_00304-1,
s_008um_00493_00578-1,
s_008um_00757_00168-1,
s_008um_00677_00020-1,
s_008um_00599_00823-1,
s_008um_00499_00630-1,
s_008um_00630_00744-1,Random_3
s_008um_00634_00141-1,Pattern_3
s_008um_00156_00197-1,MCF10A_CTRL
s_008um_00761_00102-1,
s_008um_00333_00202-1,
s_008um_00104_00710-1,Fibroblast_CTRL
s_008um_00605_00083-1,Pattern_3
s_008um_00715_00166-1,
s_008um_00626_00697-1,Random_3
s_008um_00779_00685-1,
s_008um_00032_00222-1,MCF10A_CTRL
s_008um_00150_00826-1,Fibroblast_CTRL
s_008um_00572_00380-1,
s_008um_00038_00665-1,
s_008um_00204_00789-1,Fibroblast_CTRL
s_008um_00207_00472-1,
s_008um_00645_00358-1,
s_008um_00617_00587-1,Random_3
s_008um_00674_00053-1,
s_008um_00485_00074-1,
s_008um_00188_00788-1,Fibroblast_CTRL
s_008um_00193_00731-1,Fibroblast_CTRL
s_008um_00645_00808-1,
s_008um_00254_00496-1,
s_008um_00626_00481-1,
s_008um_00449_00611-1,
s_008um_00324_00213-1,
s_008um_00117_00262-1,MCF10A_CTRL
s_008um_00574_00164-1,Pattern_3
s_008um_00653_00276-1,Pattern_3
s_008um_00455_00735-1,
s_008um_00364_00408-1,
s_008um_00400_00135-1,
s_008um_00110_00235-1,MCF10A_CTRL
s_008um_00154_00720-1,Fibroblast_CTRL
s_008um_00779_00343-1,
s_008um_00705_00554-1,
s_008um_00264_00378-1,MCF7_CTRL
s_008um_00144_00242-1,
s_008um_00788_00263-1,
s_008um_00233_00503-1,
s_008um_00441_00244-1,
s_008um_00639_00738-1,Random_3
s_008um_00731_00004-1,
s_008um_00580_00095-1,Pattern_3
s_008um_00129_00631-1,
s_008um_00091_00216-1,MCF10A_CTRL
s_008um_00186_00474-1,
s_008um_00557_00677-1,Random_3
s_008um_00785_00708-1,
s_008um_00649_00018-1,
s_008um_00649_00606-1,Random_3
s_008um_00708_00831-1,
s_008um_00535_00162-1,Pattern_3
s_008um_00575_00822-1,
s_008um_00658_00309-1,
s_008um_00112_00701-1,Fibroblast_CTRL
s_008um_00520_00323-1,
s_008um_00706_00145-1,
s_008um_00131_00206-1,MCF10A_CTRL
s_008um_00638_00603-1,Random_3
s_008um_00455_00227-1,
s_008um_00386_00299-1,
s_008um_00624_00828-1,
s_008um_00562_00337-1,
s_008um_00455_00698-1,
s_008um_00150_00518-1,
s_008um_00662_00488-1,
s_008um_00174_00813-1,Fibroblast_CTRL
s_008um_00106_00632-1,
s_008um_00735_00279-1,
s_008um_00703_00343-1,
s_008um_00452_00163-1,
s_008um_00528_00308-1,
s_008um_00519_00257-1,
s_008um_00610_00226-1,Pattern_3
s_008um_00469_00473-1,
s_008um_00251_00345-1,MCF7_CTRL
s_008um_00782_00198-1,
s_008um_00529_00561-1,Random_3
s_008um_00209_00038-1,
s_008um_00512_00322-1,
s_008um_00774_00267-1,
s_008um_00466_00734-1,
s_008um_00425_00175-1,
s_008um_00562_00622-1,Random_3
s_008um_00717_00759-1,
s_008um_00243_00403-1,
s_008um_00680_00555-1,
s_008um_00264_00779-1,Fibroblast_CTRL
s_008um_00542_00815-1,
s_008um_00097_00233-1,MCF10A_CTRL
s_008um_00331_00351-1,
s_008um_00293_00302-1,
s_008um_00341_00405-1,
s_008um_00543_00810-1,
s_008um_00582_00278-1,Pattern_3
s_008um_00694_00209-1,
s_008um_00206_00470-1,
s_008um_00537_00826-1,
s_008um_00496_00556-1,
s_008um_00545_00586-1,Random_3
s_008um_00091_00731-1,Fibroblast_CTRL
s_008um_00727_00321-1,
s_008um_00539_00007-1,
s_008um_00431_00066-1,
s_008um_00049_00287-1,MCF10A_CTRL
s_008um_00439_00152-1,
s_008um_00490_00086-1,
s_008um_00220_00795-1,Fibroblast_CTRL
s_008um_00497_00034-1,
s_008um_00114_00222-1,MCF10A_CTRL
s_008um_00617_00639-1,Random_3
s_008um_00106_00220-1,MCF10A_CTRL
s_008um_00165_00811-1,Fibroblast_CTRL
s_008um_00599_00542-1,Random_3
s_008um_00131_00684-1,Fibroblast_CTRL
s_008um_00015_00736-1,Fibroblast_CTRL
s_008um_00505_00078-1,
s_008um_00725_00004-1,
s_008um_00653_00464-1,
s_008um_00664_00009-1,
s_008um_00219_00383-1,MCF7_CTRL
s_008um_00730_00625-1,
s_008um_00476_00286-1,
s_008um_00556_00226-1,Pattern_3
s_008um_00568_00643-1,Random_3
s_008um_00211_00014-1,
s_008um_00174_00485-1,MCF7_CTRL
s_008um_00420_00131-1,
s_008um_00603_00804-1,
s_008um_00767_00651-1,
s_008um_00263_00633-1,
s_008um_00707_00203-1,
s_008um_00550_00335-1,
s_008um_00304_00160-1,
s_008um_00522_00513-1,
s_008um_00643_00448-1,
s_008um_00622_00171-1,Pattern_3
s_008um_00586_00110-1,Pattern_3
s_008um_00223_00698-1,Fibroblast_CTRL
s_008um_00211_00656-1,
s_008um_00259_00260-1,
s_008um_00692_00749-1,
s_008um_00658_00541-1,Random_3
s_008um_00486_00079-1,
s_008um_00675_00271-1,Pattern_3
s_008um_00738_00074-1,
s_008um_00131_00644-1,
s_008um_00578_00320-1,
s_008um_00503_00787-1,
s_008um_00187_00682-1,Fibroblast_CTRL
s_008um_00164_00507-1,MCF7_CTRL
s_008um_00188_00329-1,
s_008um_00540_00166-1,Pattern_3
s_008um_00583_00777-1,
s_008um_00417_00061-1,
s_008um_00775_00016-1,
s_008um_00111_00171-1,MCF10A_CTRL
s_008um_00273_00668-1,
s_008um_00222_00768-1,Fibroblast_CTRL
s_008um_00409_00275-1,
s_008um_00198_00832-1,Fibroblast_CTRL
s_008um_00126_00277-1,MCF10A_CTRL
s_008um_00577_00565-1,Random_3
s_008um_00711_00009-1,
s_008um_00659_00729-1,Random_3
s_008um_00187_00556-1,MCF7_CTRL
s_008um_00753_00345-1,
s_008um_00822_00032-1,
s_008um_00672_00132-1,Pattern_3
s_008um_00682_00300-1,
s_008um_00747_00676-1,
s_008um_00331_00377-1,
s_008um_00152_00706-1,Fibroblast_CTRL
s_008um_00647_00639-1,Random_3
s_008um_00737_00542-1,
s_008um_00184_00787-1,Fibroblast_CTRL
s_008um_00612_00690-1,Random_3
s_008um_00539_00772-1,
s_008um_00729_00032-1,
s_008um_00580_00111-1,Pattern_3
s_008um_00713_00603-1,
s_008um_00267_00690-1,Fibroblast_CTRL
s_008um_00482_00184-1,
s_008um_00711_00768-1,
s_008um_00773_00008-1,
s_008um_00646_00009-1,
s_008um_00392_00130-1,
s_008um_00644_00205-1,Pattern_3
s_008um_00607_00305-1,
s_008um_00696_00134-1,
s_008um_00570_00671-1,Random_3
s_008um_00760_00143-1,
s_008um_00732_00584-1,
s_008um_00673_00761-1,
s_008um_00801_00115-1,
s_008um_00146_00423-1,
s_008um_00155_00507-1,MCF7_CTRL
s_008um_00784_00352-1,
s_008um_00705_00515-1,
s_008um_00690_00358-1,
s_008um_00799_00303-1,
s_008um_00126_00551-1,
s_008um_00281_00334-1,MCF7_CTRL
s_008um_00673_00110-1,Pattern_3
s_008um_00180_00458-1,
s_008um_00530_00089-1,
s_008um_00629_00294-1,
s_008um_00718_00622-1,
s_008um_00696_00577-1,
s_008um_00458_00276-1,
s_008um_00612_00500-1,
s_008um_00640_00164-1,Pattern_3
s_008um_00758_00286-1,
s_008um_00048_00308-1,MCF10A_CTRL
s_008um_00627_00831-1,
s_008um_00756_00356-1,
s_008um_00270_00304-1,MCF7_CTRL
s_008um_00559_00260-1,Pattern_3
s_008um_00209_00779-1,Fibroblast_CTRL
s_008um_00406_00160-1,
s_008um_00695_00650-1,
s_008um_00638_00099-1,Pattern_3
s_008um_00551_00530-1,
s_008um_00531_00715-1,Random_3
s_008um_00190_00323-1,
s_008um_00043_00252-1,MCF10A_CTRL
s_008um_00723_00200-1,
s_008um_00524_00101-1,
s_008um_00030_00218-1,MCF10A_CTRL
s_008um_00817_00211-1,
s_008um_00522_00488-1,
s_008um_00477_00176-1,
s_008um_00346_00421-1,
s_008um_00702_00805-1,
s_008um_00095_00798-1,Fibroblast_CTRL
s_008um_00607_00252-1,Pattern_3
s_008um_00065_00706-1,Fibroblast_CTRL
s_008um_00189_00465-1,
s_008um_00121_00501-1,
s_008um_00387_00095-1,
s_008um_00693_00245-1,
s_008um_00582_00211-1,Pattern_3
s_008um_00160_00523-1,
s_008um_00501_00773-1,
s_008um_00786_00233-1,
s_008um_00741_00676-1,
s_008um_00288_00274-1,
s_008um_00702_00009-1,
s_008um_00454_00585-1,
s_008um_00174_00827-1,Fibroblast_CTRL
s_008um_00563_00288-1,
s_008um_00762_00360-1,
s_008um_00271_00085-1,
s_008um_00356_00106-1,
s_008um_00392_00523-1,
s_008um_00207_00511-1,
s_008um_00589_00669-1,Random_3
s_008um_00799_00061-1,
s_008um_00318_00760-1,
s_008um_00567_00072-1,
s_008um_00090_00297-1,MCF10A_CTRL
s_008um_00141_00751-1,Fibroblast_CTRL
s_008um_00515_00609-1,Random_3
s_008um_00585_00712-1,Random_3
s_008um_00094_00734-1,Fibroblast_CTRL
s_008um_00674_00642-1,
s_008um_00356_00342-1,
s_008um_00140_00750-1,Fibroblast_CTRL
s_008um_00767_00329-1,
s_008um_00535_00741-1,Random_3
s_008um_00683_00246-1,Pattern_3
s_008um_00100_00818-1,Fibroblast_CTRL
s_008um_00499_00601-1,
s_008um_00514_00217-1,
s_008um_00256_00563-1,
s_008um_00236_00811-1,Fibroblast_CTRL
s_008um_00649_00155-1,Pattern_3
s_008um_00087_00210-1,MCF10A_CTRL
s_008um_00169_00806-1,Fibroblast_CTRL
s_008um_00106_00133-1,MCF10A_CTRL
s_008um_00105_00257-1,MCF10A_CTRL
s_008um_00186_00720-1,Fibroblast_CTRL
s_008um_00297_00153-1,
s_008um_00754_00535-1,
s_008um_00323_00503-1,
s_008um_00313_00165-1,
s_008um_00237_00383-1,
s_008um_00171_00599-1,
s_008um_00259_00662-1,
s_008um_00690_00714-1,
s_008um_00171_00592-1,
s_008um_00517_00246-1,
s_008um_00441_00661-1,
s_008um_00150_00706-1,Fibroblast_CTRL
s_008um_00253_00765-1,Fibroblast_CTRL
s_008um_00681_00746-1,
s_008um_00762_00205-1,
s_008um_00537_00498-1,
s_008um_00626_00210-1,Pattern_3
s_008um_00075_00690-1,Fibroblast_CTRL
s_008um_00662_00495-1,
s_008um_00515_00648-1,Random_3
s_008um_00682_00267-1,Pattern_3
s_008um_00711_00310-1,
s_008um_00685_00369-1,
s_008um_00654_00054-1,
s_008um_00201_00506-1,
s_008um_00160_00749-1,Fibroblast_CTRL
s_008um_00767_00244-1,
s_008um_00208_00766-1,Fibroblast_CTRL
s_008um_00226_00034-1,
s_008um_00624_00370-1,
s_008um_00646_00131-1,Pattern_3
s_008um_00253_00400-1,
s_008um_00007_00776-1,Fibroblast_CTRL
s_008um_00594_00400-1,
s_008um_00736_00783-1,
s_008um_00492_00117-1,
s_008um_00684_00159-1,Pattern_3
s_008um_00446_00295-1,
s_008um_00597_00675-1,Random_3
s_008um_00220_00366-1,
s_008um_00706_00766-1,
s_008um_00746_00675-1,
s_008um_00721_00790-1,
s_008um_00458_00259-1,
s_008um_00501_00318-1,
s_008um_00437_00256-1,
s_008um_00148_00236-1,
s_008um_00266_00514-1,
s_008um_00000_00134-1,MCF10A_CTRL
s_008um_00633_00827-1,
s_008um_00405_00297-1,
s_008um_00674_00782-1,
s_008um_00780_00204-1,
s_008um_00598_00002-1,
s_008um_00309_00411-1,
s_008um_00812_00176-1,
s_008um_00606_00498-1,
s_008um_00613_00224-1,Pattern_3
s_008um_00577_00735-1,Random_3
s_008um_00726_00049-1,
s_008um_00442_00232-1,
s_008um_00788_00257-1,
s_008um_00700_00278-1,
s_008um_00280_00343-1,MCF7_CTRL
s_008um_00116_00664-1,
s_008um_00120_00160-1,
s_008um_00658_00685-1,Random_3
s_008um_00510_00258-1,
s_008um_00144_00773-1,Fibroblast_CTRL
s_008um_00580_00158-1,Pattern_3
s_008um_00369_00032-1,
s_008um_00460_00194-1,
s_008um_00120_00677-1,
s_008um_00016_00737-1,Fibroblast_CTRL
s_008um_00537_00521-1,
s_008um_00799_00239-1,
s_008um_00190_00654-1,
s_008um_00399_00159-1,
s_008um_00687_00208-1,Pattern_3
s_008um_00710_00646-1,
s_008um_00583_00654-1,Random_3
s_008um_00687_00341-1,
s_008um_00586_00123-1,Pattern_3
s_008um_00483_00164-1,
s_008um_00706_00592-1,
s_008um_00659_00715-1,Random_3
s_008um_00375_00011-1,
s_008um_00698_00132-1,
s_008um_00601_00818-1,
s_008um_00608_00730-1,Random_3
s_008um_00161_00669-1,
s_008um_00483_00591-1,
s_008um_00714_00593-1,
s_008um_00270_00253-1,
s_008um_00589_00573-1,Random_3
s_008um_00025_00188-1,MCF10A_CTRL
s_008um_00241_00741-1,Fibroblast_CTRL
s_008um_00609_00213-1,Pattern_3
s_008um_00700_00295-1,
s_008um_00023_00205-1,MCF10A_CTRL
s_008um_00229_00647-1,
s_008um_00746_00780-1,
s_008um_00685_00395-1,
s_008um_00498_00041-1,
s_008um_00736_00189-1,
s_008um_00731_00611-1,
s_008um_00529_00033-1,
s_008um_00529_00634-1,Random_3
s_008um_00281_00338-1,MCF7_CTRL
s_008um_00472_00598-1,
s_008um_00131_00817-1,Fibroblast_CTRL
s_008um_00172_00470-1,
s_008um_00781_00178-1,
s_008um_00818_00288-1,
s_008um_00493_00537-1,
s_008um_00642_00643-1,Random_3
s_008um_00098_00225-1,MCF10A_CTRL
s_008um_00506_00631-1,
s_008um_00643_00239-1,Pattern_3
s_008um_00100_00754-1,Fibroblast_CTRL
s_008um_00752_00755-1,
s_008um_00207_00571-1,
s_008um_00136_00829-1,Fibroblast_CTRL
s_008um_00686_00241-1,Pattern_3
s_008um_00539_00285-1,Pattern_3
s_008um_00343_00332-1,
s_008um_00683_00289-1,Pattern_3
s_008um_00766_00151-1,
s_008um_00150_00810-1,Fibroblast_CTRL
s_008um_00065_00737-1,Fibroblast_CTRL
s_008um_00624_00262-1,Pattern_3
s_008um_00683_00106-1,Pattern_3
s_008um_00123_00274-1,MCF10A_CTRL
s_008um_00445_00219-1,
s_008um_00606_00119-1,Pattern_3
s_008um_00077_00657-1,
s_008um_00223_00679-1,
s_008um_00637_00567-1,Random_3
s_008um_00314_00175-1,
s_008um_00612_00214-1,Pattern_3
s_008um_00759_00028-1,
s_008um_00631_00500-1,
s_008um_00088_00206-1,MCF10A_CTRL
s_008um_00729_00078-1,
s_008um_00508_00589-1,
s_008um_00753_00208-1,
s_008um_00580_00145-1,Pattern_3
s_008um_00608_00004-1,
s_008um_00754_00139-1,
s_008um_00537_00287-1,Pattern_3
s_008um_00171_00510-1,MCF7_CTRL
s_008um_00772_00660-1,
s_008um_00078_00169-1,MCF10A_CTRL
s_008um_00460_00270-1,
s_008um_00678_00780-1,
s_008um_00731_00614-1,
s_008um_00176_00480-1,
s_008um_00183_00448-1,
s_008um_00479_00577-1,
s_008um_00746_00747-1,
s_008um_00023_00731-1,Fibroblast_CTRL
s_008um_00246_00646-1,
s_008um_00157_00678-1,
s_008um_00041_00162-1,MCF10A_CTRL
s_008um_00057_00144-1,MCF10A_CTRL
s_008um_00106_00281-1,MCF10A_CTRL
s_008um_00208_00550-1,
s_008um_00478_00057-1,
s_008um_00264_00717-1,Fibroblast_CTRL
s_008um_00167_00533-1,
s_008um_00483_00541-1,
s_008um_00720_00114-1,
s_008um_00056_00223-1,MCF10A_CTRL
s_008um_00586_00308-1,
s_008um_00263_00522-1,
s_008um_00153_00748-1,Fibroblast_CTRL
s_008um_00658_00174-1,Pattern_3
s_008um_00653_00216-1,Pattern_3
s_008um_00571_00012-1,
s_008um_00124_00175-1,MCF10A_CTRL
s_008um_00501_00041-1,
s_008um_00702_00756-1,
s_008um_00140_00315-1,
s_008um_00062_00713-1,Fibroblast_CTRL
s_008um_00228_00519-1,
s_008um_00613_00208-1,Pattern_3
s_008um_00783_00326-1,
s_008um_00383_00106-1,
s_008um_00108_00773-1,Fibroblast_CTRL
s_008um_00474_00655-1,
s_008um_00668_00139-1,Pattern_3
s_008um_00138_00237-1,MCF10A_CTRL
s_008um_00496_00207-1,
s_008um_00288_00053-1,
s_008um_00138_00721-1,Fibroblast_CTRL
s_008um_00705_00747-1,
s_008um_00776_00022-1,
s_008um_00686_00242-1,Pattern_3
s_008um_00602_00572-1,Random_3
s_008um_00572_00617-1,Random_3
s_008um_00343_00543-1,
s_008um_00579_00061-1,
s_008um_00512_00712-1,Random_3
s_008um_00662_00828-1,
s_008um_00026_00158-1,MCF10A_CTRL
s_008um_00523_00727-1,Random_3
s_008um_00667_00705-1,
s_008um_00526_00272-1,
s_008um_00700_00776-1,
s_008um_00196_00807-1,Fibroblast_CTRL
s_008um_00148_00808-1,Fibroblast_CTRL
s_008um_00040_00292-1,MCF10A_CTRL
s_008um_00575_00262-1,Pattern_3
s_008um_00687_00193-1,Pattern_3
s_008um_00837_00216-1,
s_008um_00643_00064-1,
s_008um_00658_00098-1,Pattern_3
s_008um_00648_00533-1,
s_008um_00655_00069-1,
s_008um_00501_00633-1,
s_008um_00098_00742-1,Fibroblast_CTRL
s_008um_00714_00703-1,
s_008um_00615_00300-1,
s_008um_00127_00235-1,MCF10A_CTRL
