Barcode,PrintPattern
s_008um_00726_00343-1,
s_008um_00598_00164-1,Pattern_3
s_008um_00108_00803-1,Fibroblast_CTRL
s_008um_00748_00143-1,
s_008um_00461_00686-1,
s_008um_00445_00116-1,
s_008um_00622_00393-1,
s_008um_00647_00133-1,Pattern_3
s_008um_00174_00653-1,
s_008um_00670_00807-1,
s_008um_00616_00522-1,
s_008um_00500_00634-1,
s_008um_00124_00800-1,Fibroblast_CTRL
s_008um_00701_00166-1,
s_008um_00576_00296-1,
s_008um_00114_00167-1,MCF10A_CTRL
s_008um_00247_00514-1,MCF7_CTRL
s_008um_00503_00132-1,
s_008um_00517_00017-1,
s_008um_00504_00005-1,
s_008um_00614_00820-1,
s_008um_00512_00499-1,
s_008um_00646_00772-1,
s_008um_00619_00020-1,
s_008um_00538_00773-1,
s_008um_00109_00275-1,MCF10A_CTRL
s_008um_00547_00783-1,
s_008um_00131_00276-1,
s_008um_00710_00516-1,
s_008um_00456_00638-1,
s_008um_00091_00186-1,MCF10A_CTRL
s_008um_00189_00606-1,
s_008um_00660_00595-1,Random_3
s_008um_00214_00514-1,
s_008um_00561_00789-1,
s_008um_00732_00327-1,
s_008um_00130_00739-1,Fibroblast_CTRL
s_008um_00789_00561-1,
s_008um_00824_00393-1,
s_008um_00313_00166-1,
s_008um_00671_00694-1,
s_008um_00522_00185-1,
s_008um_00463_00691-1,
s_008um_00693_00299-1,
s_008um_00010_00186-1,MCF10A_CTRL
s_008um_00657_00237-1,Pattern_3
s_008um_00084_00198-1,MCF10A_CTRL
s_008um_00657_00159-1,Pattern_3
s_008um_00518_00586-1,Random_3
s_008um_00653_00699-1,Random_3
s_008um_00207_00293-1,
s_008um_00776_00284-1,
s_008um_00631_00293-1,
s_008um_00650_00163-1,Pattern_3
s_008um_00797_00034-1,
s_008um_00189_00542-1,MCF7_CTRL
s_008um_00132_00730-1,Fibroblast_CTRL
s_008um_00199_00046-1,
s_008um_00617_00103-1,Pattern_3
s_008um_00537_00698-1,Random_3
s_008um_00543_00569-1,Random_3
s_008um_00460_00279-1,
s_008um_00688_00619-1,
s_008um_00737_00057-1,
s_008um_00101_00271-1,MCF10A_CTRL
s_008um_00207_00671-1,
s_008um_00769_00639-1,
s_008um_00518_00061-1,
s_008um_00036_00234-1,MCF10A_CTRL
s_008um_00558_00242-1,Pattern_3
s_008um_00708_00508-1,
s_008um_00635_00516-1,
s_008um_00743_00147-1,
s_008um_00561_00261-1,Pattern_3
s_008um_00594_00799-1,
s_008um_00755_00126-1,
s_008um_00540_00267-1,Pattern_3
s_008um_00455_00070-1,
s_008um_00485_00818-1,
s_008um_00189_00729-1,Fibroblast_CTRL
s_008um_00141_00683-1,Fibroblast_CTRL
s_008um_00451_00230-1,
s_008um_00172_00438-1,
s_008um_00430_00093-1,
s_008um_00061_00766-1,Fibroblast_CTRL
s_008um_00818_00260-1,
s_008um_00266_00730-1,Fibroblast_CTRL
s_008um_00603_00742-1,
s_008um_00654_00045-1,
s_008um_00560_00717-1,
s_008um_00261_00646-1,
s_008um_00803_00141-1,
s_008um_00626_00064-1,
s_008um_00551_00168-1,Pattern_3
s_008um_00199_00727-1,Fibroblast_CTRL
s_008um_00525_00047-1,
s_008um_00584_00830-1,
s_008um_00782_00759-1,
s_008um_00777_00075-1,
s_008um_00231_00553-1,MCF7_CTRL
s_008um_00016_00704-1,Fibroblast_CTRL
s_008um_00776_00330-1,
s_008um_00731_00571-1,
s_008um_00204_00724-1,Fibroblast_CTRL
s_008um_00595_00548-1,Random_3
s_008um_00559_00499-1,
s_008um_00657_00556-1,Random_3
s_008um_00752_00079-1,
s_008um_00214_00569-1,
s_008um_00114_00632-1,
s_008um_00654_00714-1,Random_3
s_008um_00766_00393-1,
s_008um_00456_00563-1,
s_008um_00563_00031-1,
s_008um_00137_00724-1,Fibroblast_CTRL
s_008um_00416_00149-1,
s_008um_00141_00732-1,Fibroblast_CTRL
s_008um_00530_00770-1,
s_008um_00810_00129-1,
s_008um_00204_00371-1,MCF7_CTRL
s_008um_00695_00836-1,
s_008um_00741_00669-1,
s_008um_00231_00478-1,
s_008um_00557_00123-1,Pattern_3
s_008um_00602_00797-1,
s_008um_00492_00647-1,
s_008um_00577_00602-1,Random_3
s_008um_00530_00093-1,
s_008um_00692_00289-1,
s_008um_00149_00292-1,
s_008um_00506_00495-1,
s_008um_00702_00102-1,
s_008um_00273_00253-1,
s_008um_00714_00076-1,
s_008um_00122_00616-1,
s_008um_00675_00717-1,
s_008um_00634_00104-1,Pattern_3
s_008um_00732_00646-1,
s_008um_00627_00254-1,Pattern_3
s_008um_00634_00634-1,Random_3
s_008um_00658_00694-1,Random_3
s_008um_00227_00814-1,Fibroblast_CTRL
s_008um_00568_00598-1,Random_3
s_008um_00358_00196-1,
s_008um_00803_00117-1,
s_008um_00562_00167-1,Pattern_3
s_008um_00583_00819-1,
s_008um_00237_00313-1,MCF7_CTRL
s_008um_00063_00808-1,Fibroblast_CTRL
s_008um_00777_00276-1,
s_008um_00531_00612-1,Random_3
s_008um_00592_00757-1,
s_008um_00595_00652-1,Random_3
s_008um_00625_00185-1,Pattern_3
s_008um_00555_00401-1,
s_008um_00637_00085-1,Pattern_3
s_008um_00260_00676-1,
s_008um_00291_00771-1,
s_008um_00314_00276-1,
s_008um_00797_00191-1,
s_008um_00116_00807-1,Fibroblast_CTRL
s_008um_00630_00372-1,
s_008um_00712_00683-1,
s_008um_00701_00297-1,
s_008um_00434_00227-1,
s_008um_00073_00657-1,
s_008um_00747_00168-1,
s_008um_00463_00802-1,
s_008um_00579_00685-1,Random_3
s_008um_00563_00094-1,Pattern_3
s_008um_00547_00152-1,Pattern_3
s_008um_00781_00268-1,
s_008um_00625_00384-1,
s_008um_00711_00321-1,
s_008um_00641_00117-1,Pattern_3
s_008um_00608_00045-1,
s_008um_00668_00048-1,
s_008um_00739_00583-1,
s_008um_00505_00791-1,
s_008um_00126_00638-1,
s_008um_00179_00208-1,
s_008um_00605_00274-1,Pattern_3
s_008um_00094_00203-1,MCF10A_CTRL
s_008um_00084_00769-1,Fibroblast_CTRL
s_008um_00561_00251-1,Pattern_3
s_008um_00754_00628-1,
s_008um_00602_00094-1,Pattern_3
s_008um_00792_00297-1,
s_008um_00691_00248-1,
s_008um_00587_00657-1,Random_3
s_008um_00386_00000-1,
s_008um_00823_00577-1,
s_008um_00767_00699-1,
s_008um_00580_00355-1,
s_008um_00275_00769-1,
s_008um_00630_00027-1,
s_008um_00570_00165-1,Pattern_3
s_008um_00645_00133-1,Pattern_3
s_008um_00507_00332-1,
s_008um_00567_00549-1,Random_3
s_008um_00065_00257-1,MCF10A_CTRL
s_008um_00796_00227-1,
s_008um_00757_00607-1,
s_008um_00761_00513-1,
s_008um_00664_00196-1,Pattern_3
s_008um_00551_00264-1,Pattern_3
s_008um_00575_00635-1,Random_3
s_008um_00670_00170-1,Pattern_3
s_008um_00061_00706-1,Fibroblast_CTRL
s_008um_00258_00735-1,Fibroblast_CTRL
s_008um_00710_00537-1,
s_008um_00460_00240-1,
s_008um_00791_00088-1,
s_008um_00199_00273-1,
s_008um_00580_00091-1,Pattern_3
s_008um_00282_00524-1,
s_008um_00507_00314-1,
s_008um_00607_00836-1,
s_008um_00514_00500-1,
s_008um_00714_00250-1,
s_008um_00262_00504-1,
s_008um_00658_00510-1,
s_008um_00326_00323-1,
s_008um_00084_00277-1,MCF10A_CTRL
s_008um_00242_00256-1,
s_008um_00745_00707-1,
s_008um_00603_00363-1,
s_008um_00459_00708-1,
s_008um_00631_00669-1,Random_3
s_008um_00278_00278-1,
s_008um_00341_00546-1,
s_008um_00183_00196-1,
s_008um_00540_00040-1,
s_008um_00130_00736-1,Fibroblast_CTRL
s_008um_00024_00251-1,MCF10A_CTRL
s_008um_00389_00644-1,
s_008um_00774_00678-1,
s_008um_00264_00776-1,Fibroblast_CTRL
s_008um_00530_00809-1,
s_008um_00696_00639-1,
s_008um_00496_00660-1,
s_008um_00675_00645-1,
s_008um_00587_00485-1,
s_008um_00475_00210-1,
s_008um_00274_00405-1,
s_008um_00576_00142-1,Pattern_3
s_008um_00135_00139-1,
s_008um_00428_00715-1,
s_008um_00339_00321-1,
s_008um_00513_00604-1,Random_3
s_008um_00643_00181-1,Pattern_3
s_008um_00200_00711-1,Fibroblast_CTRL
s_008um_00500_00621-1,
s_008um_00516_00687-1,Random_3
s_008um_00464_00691-1,
s_008um_00675_00268-1,Pattern_3
s_008um_00077_00731-1,Fibroblast_CTRL
s_008um_00586_00542-1,Random_3
s_008um_00154_00612-1,
s_008um_00245_00558-1,MCF7_CTRL
s_008um_00311_00167-1,
s_008um_00397_00102-1,
s_008um_00497_00780-1,
s_008um_00477_00574-1,
s_008um_00027_00737-1,Fibroblast_CTRL
s_008um_00606_00816-1,
s_008um_00497_00766-1,
s_008um_00655_00425-1,
s_008um_00552_00666-1,Random_3
s_008um_00806_00222-1,
s_008um_00010_00170-1,MCF10A_CTRL
s_008um_00156_00433-1,
s_008um_00394_00514-1,
s_008um_00793_00300-1,
s_008um_00771_00285-1,
s_008um_00756_00124-1,
s_008um_00103_00800-1,Fibroblast_CTRL
s_008um_00616_00030-1,
s_008um_00594_00589-1,Random_3
s_008um_00568_00332-1,
s_008um_00620_00205-1,Pattern_3
s_008um_00773_00052-1,
s_008um_00249_00657-1,
s_008um_00520_00584-1,Random_3
s_008um_00183_00800-1,Fibroblast_CTRL
s_008um_00226_00299-1,
s_008um_00618_00776-1,
s_008um_00508_00138-1,
s_008um_00382_00302-1,
s_008um_00217_00496-1,
s_008um_00181_00495-1,MCF7_CTRL
s_008um_00598_00666-1,Random_3
s_008um_00480_00150-1,
s_008um_00653_00029-1,
s_008um_00174_00607-1,
s_008um_00791_00277-1,
s_008um_00829_00189-1,
s_008um_00759_00669-1,
s_008um_00495_00698-1,
s_008um_00751_00552-1,
s_008um_00709_00204-1,
s_008um_00457_00279-1,
s_008um_00631_00041-1,
s_008um_00029_00819-1,Fibroblast_CTRL
s_008um_00817_00182-1,
s_008um_00548_00046-1,
s_008um_00814_00480-1,
s_008um_00494_00685-1,
s_008um_00146_00136-1,
s_008um_00030_00742-1,Fibroblast_CTRL
s_008um_00049_00694-1,Fibroblast_CTRL
s_008um_00825_00182-1,
s_008um_00625_00278-1,Pattern_3
s_008um_00014_00175-1,MCF10A_CTRL
s_008um_00433_00112-1,
s_008um_00532_00623-1,Random_3
s_008um_00574_00619-1,Random_3
s_008um_00037_00793-1,Fibroblast_CTRL
s_008um_00674_00047-1,
s_008um_00125_00730-1,Fibroblast_CTRL
s_008um_00619_00583-1,Random_3
s_008um_00459_00226-1,
s_008um_00466_00759-1,
s_008um_00757_00789-1,
s_008um_00101_00762-1,Fibroblast_CTRL
s_008um_00128_00198-1,MCF10A_CTRL
s_008um_00647_00293-1,
s_008um_00767_00064-1,
s_008um_00660_00386-1,
s_008um_00605_00250-1,Pattern_3
s_008um_00635_00093-1,Pattern_3
s_008um_00149_00453-1,
s_008um_00092_00820-1,Fibroblast_CTRL
s_008um_00133_00280-1,
s_008um_00618_00144-1,Pattern_3
s_008um_00509_00186-1,
s_008um_00726_00527-1,
s_008um_00649_00035-1,
s_008um_00559_00824-1,
s_008um_00187_00788-1,Fibroblast_CTRL
s_008um_00523_00016-1,
s_008um_00624_00346-1,
s_008um_00738_00410-1,
s_008um_00436_00303-1,
s_008um_00691_00761-1,
s_008um_00255_00740-1,Fibroblast_CTRL
s_008um_00631_00565-1,Random_3
s_008um_00589_00760-1,
s_008um_00700_00253-1,
s_008um_00586_00147-1,Pattern_3
s_008um_00147_00708-1,Fibroblast_CTRL
s_008um_00713_00633-1,
s_008um_00186_00486-1,
s_008um_00672_00025-1,
s_008um_00521_00574-1,Random_3
s_008um_00762_00793-1,
s_008um_00578_00558-1,Random_3
s_008um_00485_00299-1,
s_008um_00603_00312-1,
s_008um_00627_00612-1,Random_3
s_008um_00005_00177-1,MCF10A_CTRL
s_008um_00385_00299-1,
s_008um_00120_00776-1,Fibroblast_CTRL
s_008um_00643_00473-1,
s_008um_00573_00801-1,
s_008um_00173_00524-1,
s_008um_00097_00762-1,Fibroblast_CTRL
s_008um_00578_00124-1,Pattern_3
s_008um_00160_00496-1,MCF7_CTRL
s_008um_00153_00759-1,Fibroblast_CTRL
s_008um_00615_00383-1,
s_008um_00160_00210-1,MCF10A_CTRL
s_008um_00494_00565-1,
s_008um_00224_00429-1,
s_008um_00237_00088-1,
s_008um_00219_00775-1,Fibroblast_CTRL
s_008um_00711_00519-1,
s_008um_00605_00588-1,Random_3
s_008um_00616_00168-1,Pattern_3
s_008um_00164_00491-1,MCF7_CTRL
s_008um_00542_00626-1,Random_3
s_008um_00701_00156-1,
s_008um_00645_00631-1,Random_3
s_008um_00554_00272-1,Pattern_3
s_008um_00501_00794-1,
s_008um_00551_00358-1,
s_008um_00589_00036-1,
s_008um_00750_00132-1,
s_008um_00642_00099-1,Pattern_3
s_008um_00736_00540-1,
s_008um_00006_00734-1,Fibroblast_CTRL
s_008um_00576_00225-1,Pattern_3
s_008um_00811_00055-1,
s_008um_00654_00291-1,
s_008um_00111_00640-1,
s_008um_00504_00603-1,
s_008um_00402_00506-1,
s_008um_00513_00657-1,Random_3
s_008um_00615_00310-1,
s_008um_00238_00565-1,
s_008um_00734_00687-1,
s_008um_00746_00032-1,
s_008um_00770_00518-1,
s_008um_00427_00048-1,
s_008um_00710_00103-1,
s_008um_00661_00033-1,
s_008um_00158_00232-1,
s_008um_00568_00199-1,Pattern_3
s_008um_00198_00821-1,Fibroblast_CTRL
s_008um_00317_00745-1,
s_008um_00601_00008-1,
s_008um_00189_00658-1,
s_008um_00672_00737-1,
s_008um_00286_00542-1,
s_008um_00466_00223-1,
s_008um_00624_00486-1,
s_008um_00233_00731-1,Fibroblast_CTRL
s_008um_00620_00028-1,
s_008um_00675_00243-1,Pattern_3
s_008um_00565_00293-1,
s_008um_00250_00701-1,Fibroblast_CTRL
s_008um_00168_00527-1,
s_008um_00716_00092-1,
s_008um_00628_00696-1,Random_3
s_008um_00517_00168-1,
s_008um_00097_00670-1,
s_008um_00606_00572-1,Random_3
s_008um_00772_00016-1,
s_008um_00275_00339-1,
s_008um_00089_00666-1,
s_008um_00128_00270-1,MCF10A_CTRL
s_008um_00563_00389-1,
s_008um_00744_00235-1,
s_008um_00288_00145-1,
s_008um_00238_00704-1,Fibroblast_CTRL
s_008um_00782_00149-1,
s_008um_00730_00673-1,
s_008um_00720_00706-1,
s_008um_00567_00155-1,Pattern_3
s_008um_00467_00710-1,
s_008um_00716_00638-1,
s_008um_00452_00249-1,
s_008um_00177_00829-1,Fibroblast_CTRL
s_008um_00129_00546-1,
s_008um_00734_00676-1,
s_008um_00344_00228-1,
s_008um_00208_00764-1,Fibroblast_CTRL
s_008um_00809_00393-1,
s_008um_00035_00276-1,MCF10A_CTRL
s_008um_00214_00712-1,Fibroblast_CTRL
s_008um_00033_00236-1,MCF10A_CTRL
s_008um_00635_00186-1,Pattern_3
s_008um_00248_00366-1,
s_008um_00223_00689-1,Fibroblast_CTRL
s_008um_00217_00706-1,Fibroblast_CTRL
s_008um_00006_00242-1,MCF10A_CTRL
s_008um_00712_00144-1,
s_008um_00709_00501-1,
s_008um_00142_00757-1,Fibroblast_CTRL
s_008um_00530_00125-1,
s_008um_00497_00594-1,
s_008um_00242_00302-1,
s_008um_00615_00566-1,Random_3
s_008um_00741_00683-1,
s_008um_00077_00224-1,MCF10A_CTRL
s_008um_00700_00088-1,
s_008um_00639_00103-1,Pattern_3
s_008um_00619_00120-1,Pattern_3
s_008um_00040_00737-1,Fibroblast_CTRL
s_008um_00174_00785-1,Fibroblast_CTRL
s_008um_00128_00818-1,Fibroblast_CTRL
s_008um_00136_00675-1,
s_008um_00631_00591-1,Random_3
s_008um_00482_00652-1,
s_008um_00763_00620-1,
s_008um_00689_00799-1,
s_008um_00255_00739-1,Fibroblast_CTRL
s_008um_00190_00491-1,
s_008um_00252_00418-1,
s_008um_00592_00021-1,
s_008um_00740_00654-1,
s_008um_00688_00284-1,
s_008um_00782_00775-1,
s_008um_00525_00140-1,
s_008um_00618_00069-1,
s_008um_00662_00184-1,Pattern_3
s_008um_00192_00524-1,
s_008um_00563_00295-1,
s_008um_00503_00515-1,
s_008um_00732_00711-1,
s_008um_00686_00836-1,
s_008um_00645_00787-1,
s_008um_00577_00038-1,
s_008um_00057_00259-1,MCF10A_CTRL
s_008um_00787_00687-1,
s_008um_00614_00604-1,Random_3
s_008um_00771_00141-1,
s_008um_00748_00525-1,
s_008um_00301_00264-1,
s_008um_00533_00115-1,
s_008um_00291_00392-1,
s_008um_00584_00363-1,
s_008um_00652_00771-1,
s_008um_00778_00104-1,
s_008um_00761_00149-1,
s_008um_00775_00350-1,
s_008um_00466_00693-1,
s_008um_00260_00646-1,
s_008um_00626_00395-1,
s_008um_00638_00498-1,
s_008um_00564_00517-1,
s_008um_00030_00199-1,MCF10A_CTRL
s_008um_00086_00816-1,Fibroblast_CTRL
s_008um_00635_00535-1,
s_008um_00580_00259-1,Pattern_3
s_008um_00208_00489-1,
s_008um_00528_00458-1,
s_008um_00661_00531-1,
s_008um_00117_00630-1,
s_008um_00328_00324-1,
s_008um_00393_00210-1,
s_008um_00186_00735-1,Fibroblast_CTRL
s_008um_00481_00127-1,
s_008um_00682_00805-1,
s_008um_00731_00609-1,
s_008um_00075_00233-1,MCF10A_CTRL
s_008um_00587_00506-1,
s_008um_00543_00585-1,Random_3
s_008um_00547_00024-1,
s_008um_00771_00730-1,
s_008um_00071_00166-1,MCF10A_CTRL
s_008um_00766_00128-1,
s_008um_00222_00729-1,Fibroblast_CTRL
s_008um_00619_00610-1,Random_3
s_008um_00204_00663-1,
s_008um_00232_00531-1,
s_008um_00727_00787-1,
s_008um_00214_00710-1,Fibroblast_CTRL
s_008um_00213_00666-1,
s_008um_00790_00729-1,
s_008um_00596_00585-1,Random_3
s_008um_00206_00442-1,
s_008um_00712_00633-1,
s_008um_00697_00368-1,
s_008um_00800_00307-1,
s_008um_00270_00530-1,
s_008um_00583_00097-1,Pattern_3
s_008um_00155_00545-1,
s_008um_00042_00159-1,MCF10A_CTRL
s_008um_00634_00473-1,
s_008um_00348_00337-1,
s_008um_00514_00312-1,
s_008um_00095_00291-1,MCF10A_CTRL
s_008um_00070_00803-1,Fibroblast_CTRL
s_008um_00560_00789-1,
s_008um_00029_00808-1,Fibroblast_CTRL
s_008um_00451_00089-1,
s_008um_00769_00047-1,
s_008um_00777_00297-1,
s_008um_00709_00004-1,
s_008um_00039_00246-1,MCF10A_CTRL
s_008um_00308_00470-1,
s_008um_00526_00803-1,
s_008um_00789_00168-1,
s_008um_00619_00789-1,
s_008um_00529_00154-1,
s_008um_00386_00294-1,
s_008um_00691_00682-1,
s_008um_00472_00111-1,
s_008um_00633_00561-1,Random_3
s_008um_00584_00038-1,
s_008um_00534_00099-1,Pattern_3
s_008um_00665_00817-1,
s_008um_00481_00167-1,
s_008um_00458_00108-1,
s_008um_00237_00410-1,
s_008um_00725_00576-1,
s_008um_00536_00226-1,Pattern_3
s_008um_00731_00157-1,
s_008um_00669_00607-1,
s_008um_00199_00702-1,Fibroblast_CTRL
s_008um_00726_00186-1,
s_008um_00092_00202-1,MCF10A_CTRL
s_008um_00690_00338-1,
s_008um_00244_00546-1,MCF7_CTRL
s_008um_00585_00066-1,
s_008um_00556_00827-1,
s_008um_00703_00047-1,
s_008um_00766_00013-1,
s_008um_00629_00525-1,
s_008um_00767_00252-1,
s_008um_00116_00163-1,MCF10A_CTRL
s_008um_00059_00737-1,Fibroblast_CTRL
s_008um_00632_00118-1,Pattern_3
s_008um_00569_00563-1,Random_3
s_008um_00178_00785-1,Fibroblast_CTRL
s_008um_00607_00403-1,
s_008um_00195_00354-1,
s_008um_00089_00288-1,MCF10A_CTRL
s_008um_00740_00678-1,
s_008um_00499_00328-1,
s_008um_00480_00118-1,
s_008um_00333_00430-1,
s_008um_00746_00315-1,
s_008um_00505_00287-1,
s_008um_00727_00343-1,
s_008um_00821_00290-1,
s_008um_00204_00736-1,Fibroblast_CTRL
s_008um_00797_00181-1,
s_008um_00459_00576-1,
s_008um_00425_00073-1,
s_008um_00762_00249-1,
s_008um_00622_00247-1,Pattern_3
s_008um_00601_00036-1,
s_008um_00034_00794-1,Fibroblast_CTRL
s_008um_00653_00249-1,Pattern_3
s_008um_00526_00280-1,
s_008um_00649_00189-1,Pattern_3
s_008um_00024_00796-1,Fibroblast_CTRL
s_008um_00728_00022-1,
s_008um_00206_00536-1,MCF7_CTRL
s_008um_00722_00176-1,
s_008um_00739_00511-1,
s_008um_00677_00081-1,
s_008um_00124_00697-1,Fibroblast_CTRL
s_008um_00575_00535-1,
s_008um_00197_00661-1,
s_008um_00631_00527-1,
s_008um_00558_00776-1,
s_008um_00079_00721-1,Fibroblast_CTRL
s_008um_00530_00544-1,Random_3
s_008um_00734_00059-1,
s_008um_00750_00321-1,
s_008um_00793_00031-1,
s_008um_00599_00246-1,Pattern_3
s_008um_00538_00265-1,Pattern_3
s_008um_00679_00707-1,
s_008um_00723_00688-1,
s_008um_00076_00694-1,Fibroblast_CTRL
s_008um_00713_00017-1,
s_008um_00328_00403-1,
s_008um_00192_00487-1,
s_008um_00629_00153-1,Pattern_3
s_008um_00667_00088-1,Pattern_3
s_008um_00455_00640-1,
s_008um_00106_00201-1,MCF10A_CTRL
s_008um_00401_00297-1,
s_008um_00532_00630-1,Random_3
s_008um_00322_00287-1,
s_008um_00651_00530-1,
s_008um_00615_00788-1,
s_008um_00268_00178-1,
s_008um_00782_00096-1,
s_008um_00370_00042-1,
s_008um_00220_00756-1,Fibroblast_CTRL
s_008um_00205_00473-1,
s_008um_00707_00804-1,
s_008um_00389_00125-1,
s_008um_00680_00761-1,
s_008um_00150_00424-1,
s_008um_00570_00703-1,Random_3
s_008um_00705_00353-1,
s_008um_00077_00666-1,
s_008um_00798_00208-1,
s_008um_00730_00058-1,
s_008um_00695_00292-1,
s_008um_00731_00656-1,
s_008um_00528_00151-1,
s_008um_00584_00561-1,Random_3
s_008um_00471_00180-1,
s_008um_00445_00330-1,
s_008um_00798_00274-1,
s_008um_00123_00179-1,MCF10A_CTRL
s_008um_00565_00565-1,Random_3
s_008um_00610_00773-1,
s_008um_00225_00488-1,
s_008um_00767_00691-1,
s_008um_00454_00268-1,
s_008um_00790_00289-1,
s_008um_00400_00105-1,
s_008um_00620_00616-1,Random_3
s_008um_00613_00044-1,
s_008um_00586_00669-1,Random_3
s_008um_00015_00260-1,MCF10A_CTRL
s_008um_00461_00713-1,
s_008um_00356_00161-1,
s_008um_00679_00290-1,
s_008um_00585_00102-1,Pattern_3
s_008um_00411_00186-1,
s_008um_00583_00258-1,Pattern_3
s_008um_00410_00092-1,
s_008um_00689_00339-1,
s_008um_00672_00306-1,
s_008um_00242_00270-1,
s_008um_00544_00078-1,
s_008um_00752_00180-1,
s_008um_00506_00821-1,
s_008um_00122_00237-1,MCF10A_CTRL
s_008um_00178_00790-1,Fibroblast_CTRL
s_008um_00687_00738-1,
s_008um_00564_00203-1,Pattern_3
s_008um_00184_00802-1,Fibroblast_CTRL
s_008um_00135_00783-1,Fibroblast_CTRL
s_008um_00056_00228-1,MCF10A_CTRL
s_008um_00220_00516-1,
s_008um_00709_00043-1,
s_008um_00084_00162-1,MCF10A_CTRL
s_008um_00409_00237-1,
s_008um_00065_00202-1,MCF10A_CTRL
s_008um_00063_00767-1,Fibroblast_CTRL
s_008um_00560_00103-1,Pattern_3
s_008um_00784_00316-1,
s_008um_00546_00784-1,
s_008um_00589_00145-1,Pattern_3
s_008um_00726_00591-1,
s_008um_00552_00810-1,
s_008um_00212_00193-1,
s_008um_00484_00573-1,
s_008um_00327_00700-1,
s_008um_00346_00549-1,
s_008um_00067_00244-1,MCF10A_CTRL
s_008um_00743_00103-1,
s_008um_00603_00706-1,Random_3
s_008um_00448_00150-1,
s_008um_00636_00187-1,Pattern_3
s_008um_00744_00024-1,
s_008um_00602_00091-1,Pattern_3
s_008um_00641_00668-1,Random_3
s_008um_00545_00019-1,
s_008um_00737_00216-1,
s_008um_00793_00056-1,
s_008um_00161_00709-1,Fibroblast_CTRL
s_008um_00592_00687-1,Random_3
s_008um_00613_00192-1,Pattern_3
s_008um_00323_00273-1,
s_008um_00213_00191-1,
s_008um_00375_00368-1,
s_008um_00485_00750-1,
s_008um_00796_00163-1,
s_008um_00483_00792-1,
s_008um_00591_00777-1,
s_008um_00680_00237-1,Pattern_3
s_008um_00484_00819-1,
s_008um_00717_00008-1,
s_008um_00590_00036-1,
s_008um_00429_00149-1,
s_008um_00790_00241-1,
s_008um_00545_00832-1,
s_008um_00065_00789-1,Fibroblast_CTRL
s_008um_00779_00646-1,
s_008um_00199_00669-1,
s_008um_00761_00347-1,
s_008um_00567_00708-1,Random_3
s_008um_00517_00142-1,
s_008um_00429_00124-1,
s_008um_00724_00579-1,
s_008um_00084_00795-1,Fibroblast_CTRL
s_008um_00624_00579-1,Random_3
s_008um_00137_00829-1,Fibroblast_CTRL
s_008um_00739_00136-1,
s_008um_00259_00283-1,
s_008um_00781_00064-1,
s_008um_00538_00485-1,
s_008um_00123_00170-1,MCF10A_CTRL
s_008um_00222_00680-1,
s_008um_00488_00050-1,
s_008um_00143_00228-1,MCF10A_CTRL
s_008um_00790_00135-1,
s_008um_00165_00797-1,Fibroblast_CTRL
s_008um_00547_00219-1,Pattern_3
s_008um_00300_00374-1,MCF7_CTRL
s_008um_00621_00127-1,Pattern_3
s_008um_00190_00452-1,
s_008um_00688_00030-1,
s_008um_00587_00599-1,Random_3
s_008um_00010_00775-1,Fibroblast_CTRL
s_008um_00735_00087-1,
s_008um_00602_00289-1,
s_008um_00820_00281-1,
s_008um_00616_00092-1,Pattern_3
s_008um_00554_00182-1,Pattern_3
s_008um_00685_00139-1,Pattern_3
s_008um_00791_00181-1,
s_008um_00698_00791-1,
s_008um_00721_00481-1,
s_008um_00683_00113-1,Pattern_3
s_008um_00683_00073-1,
s_008um_00034_00282-1,MCF10A_CTRL
s_008um_00617_00517-1,
s_008um_00525_00133-1,
s_008um_00701_00005-1,
s_008um_00581_00108-1,Pattern_3
s_008um_00561_00718-1,Random_3
s_008um_00648_00823-1,
s_008um_00655_00721-1,Random_3
s_008um_00614_00235-1,Pattern_3
s_008um_00317_00386-1,
s_008um_00753_00289-1,
s_008um_00810_00204-1,
s_008um_00733_00283-1,
s_008um_00132_00223-1,MCF10A_CTRL
s_008um_00716_00585-1,
s_008um_00540_00028-1,
s_008um_00395_00184-1,
s_008um_00494_00543-1,
s_008um_00085_00634-1,
s_008um_00822_00184-1,
s_008um_00675_00808-1,
s_008um_00530_00805-1,
s_008um_00441_00693-1,
s_008um_00691_00151-1,
s_008um_00036_00726-1,Fibroblast_CTRL
s_008um_00592_00732-1,Random_3
s_008um_00708_00783-1,
s_008um_00727_00342-1,
s_008um_00289_00489-1,
s_008um_00085_00219-1,MCF10A_CTRL
s_008um_00625_00583-1,Random_3
s_008um_00690_00049-1,
s_008um_00700_00557-1,
s_008um_00043_00173-1,MCF10A_CTRL
s_008um_00600_00551-1,Random_3
s_008um_00237_00495-1,
s_008um_00711_00023-1,
s_008um_00703_00147-1,
s_008um_00585_00135-1,Pattern_3
s_008um_00763_00167-1,
s_008um_00097_00675-1,
s_008um_00509_00045-1,
s_008um_00692_00339-1,
s_008um_00703_00637-1,
s_008um_00602_00320-1,
s_008um_00188_00654-1,
s_008um_00614_00410-1,
s_008um_00556_00739-1,Random_3
s_008um_00590_00603-1,Random_3
s_008um_00311_00130-1,
s_008um_00457_00729-1,
s_008um_00665_00263-1,Pattern_3
s_008um_00725_00315-1,
s_008um_00534_00584-1,Random_3
